*header,Vmpp,Isc,Voc/Vmpp,Isc/Impp,alpha*1000,beta*1000,gamma*1000,efficiency,mis_factor,power_individual,Length,Width,Thick,Area
*data,25.3,9.07,1.233,1.066,0.65,57.8,3.4,15.89,0.1,215,1.638,0.826,0.06,1.353
