*header,P_rated,Voc,Isc,Vmpp,Impp,ref_ins,ref_temp,alpha,gamma,cells,load_type,load_value,shading,mis_factor,idealty_factor,Length,Width,Thick,Area,Max_Array_P,AzMin,AzMax,SA_Usable
*data,250,37.2,8.87,30.1,8.3,1000,298.15,0.00065,0.0034,60,0,0,0,0,1.0471,1.638,0.982,0.06,1.48,10000,90,270,0.99
