Ten minute period number,Active occupant count in time period,Probability of transition to zero active occupants in next time period,Probability of transition to one active occupant in next time period,Probability of transition to two active occupants in next time period,Probability of transition to three active occupants in next time period,Probability of transition to four active occupants in next time period,Probability of transition to five active occupants in next time period,Probability of transition to six active occupants in next time period
63,0,0.820,0.166,0.014,0.000,0.000,0.000,0
63,1,0.028,0.861,0.108,0.001,0.001,0.000,0
63,2,0.000,0.055,0.875,0.068,0.002,0.000,0
63,3,0.000,0.002,0.074,0.875,0.049,0.000,0
63,4,0.000,0.000,0.004,0.092,0.872,0.031,0
63,5,0.000,0.000,0.000,0.000,0.167,0.833,0
63,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,0,0.899,0.101,0.000,0.000,0.000,0.000,0
64,1,0.029,0.877,0.094,0.000,0.000,0.000,0
64,2,0.000,0.051,0.878,0.070,0.001,0.000,0
64,3,0.000,0.003,0.064,0.883,0.050,0.000,0
64,4,0.000,0.000,0.003,0.075,0.905,0.017,0
64,5,0.000,0.000,0.000,0.000,0.040,0.960,0
64,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,0,0.662,0.284,0.054,0.000,0.000,0.000,0
65,1,0.048,0.701,0.225,0.019,0.007,0.000,0
65,2,0.004,0.111,0.686,0.178,0.020,0.000,0
65,3,0.000,0.007,0.157,0.695,0.133,0.007,0
65,4,0.000,0.001,0.024,0.190,0.721,0.063,0
65,5,0.000,0.000,0.000,0.038,0.211,0.752,0
65,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,0,0.880,0.120,0.000,0.000,0.000,0.000,0
66,1,0.023,0.887,0.087,0.003,0.000,0.000,0
66,2,0.003,0.071,0.858,0.067,0.002,0.000,0
66,3,0.000,0.003,0.113,0.849,0.035,0.000,0
66,4,0.000,0.000,0.010,0.122,0.848,0.019,0
66,5,0.000,0.000,0.000,0.013,0.154,0.833,0
66,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,0,0.957,0.043,0.000,0.000,0.000,0.000,0
67,1,0.025,0.956,0.019,0.000,0.000,0.000,0
67,2,0.000,0.052,0.929,0.019,0.000,0.000,0
67,3,0.000,0.001,0.086,0.904,0.008,0.000,0
67,4,0.000,0.000,0.003,0.109,0.885,0.004,0
67,5,0.000,0.000,0.000,0.007,0.097,0.897,0
67,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,0,0.736,0.229,0.030,0.005,0.000,0.000,0
68,1,0.017,0.796,0.170,0.018,0.000,0.000,0
68,2,0.001,0.032,0.815,0.140,0.012,0.000,0
68,3,0.000,0.001,0.041,0.855,0.101,0.002,0
68,4,0.000,0.000,0.001,0.059,0.880,0.059,0
68,5,0.000,0.000,0.000,0.000,0.098,0.902,0
68,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,0,0.946,0.054,0.000,0.000,0.000,0.000,0
69,1,0.027,0.935,0.037,0.001,0.000,0.000,0
69,2,0.000,0.056,0.910,0.033,0.001,0.000,0
69,3,0.000,0.001,0.081,0.897,0.021,0.001,0
69,4,0.000,0.000,0.006,0.087,0.894,0.013,0
69,5,0.000,0.000,0.000,0.006,0.135,0.859,0
69,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,0,0.950,0.050,0.000,0.000,0.000,0.000,0
70,1,0.056,0.889,0.054,0.001,0.000,0.000,0
70,2,0.001,0.081,0.884,0.035,0.000,0.000,0
70,3,0.000,0.008,0.117,0.859,0.016,0.000,0
70,4,0.000,0.000,0.012,0.158,0.816,0.013,0
70,5,0.000,0.000,0.000,0.013,0.146,0.841,0
70,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,0,0.577,0.324,0.099,0.000,0.000,0.000,0
71,1,0.049,0.647,0.260,0.041,0.003,0.000,0
71,2,0.004,0.113,0.657,0.207,0.016,0.002,0
71,3,0.000,0.017,0.188,0.675,0.114,0.007,0
71,4,0.000,0.003,0.035,0.221,0.676,0.064,0
71,5,0.000,0.000,0.007,0.044,0.226,0.723,0
71,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,0,0.878,0.111,0.011,0.000,0.000,0.000,0
72,1,0.010,0.861,0.125,0.003,0.000,0.000,0
72,2,0.000,0.020,0.895,0.082,0.003,0.000,0
72,3,0.000,0.000,0.041,0.901,0.056,0.003,0
72,4,0.000,0.000,0.000,0.056,0.907,0.038,0
72,5,0.000,0.000,0.000,0.000,0.039,0.961,0
72,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
73,0,0.874,0.126,0.000,0.000,0.000,0.000,0
73,1,0.024,0.909,0.061,0.006,0.000,0.000,0
73,2,0.000,0.035,0.911,0.054,0.000,0.000,0
73,3,0.000,0.001,0.057,0.906,0.034,0.001,0
73,4,0.000,0.000,0.001,0.064,0.917,0.017,0
73,5,0.000,0.000,0.000,0.006,0.090,0.904,0
73,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,0,0.898,0.102,0.000,0.000,0.000,0.000,0
74,1,0.080,0.821,0.096,0.004,0.000,0.000,0
74,2,0.009,0.154,0.775,0.062,0.001,0.000,0
74,3,0.000,0.023,0.225,0.722,0.031,0.000,0
74,4,0.000,0.004,0.023,0.254,0.698,0.021,0
74,5,0.000,0.000,0.006,0.075,0.397,0.523,0
74,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75,0,0.873,0.127,0.000,0.000,0.000,0.000,0
75,1,0.009,0.882,0.105,0.004,0.000,0.000,0
75,2,0.001,0.028,0.878,0.091,0.002,0.000,0
75,3,0.000,0.000,0.053,0.887,0.060,0.000,0
75,4,0.000,0.000,0.002,0.051,0.925,0.023,0
75,5,0.000,0.000,0.000,0.000,0.113,0.887,0
75,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
76,0,0.933,0.067,0.000,0.000,0.000,0.000,0
76,1,0.012,0.942,0.046,0.001,0.000,0.000,0
76,2,0.000,0.026,0.937,0.037,0.000,0.000,0
76,3,0.000,0.001,0.047,0.930,0.022,0.000,0
76,4,0.000,0.000,0.003,0.050,0.943,0.005,0
76,5,0.000,0.000,0.000,0.000,0.111,0.889,0
76,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
77,0,0.826,0.159,0.014,0.000,0.000,0.000,0
77,1,0.058,0.799,0.136,0.007,0.000,0.000,0
77,2,0.002,0.108,0.792,0.095,0.002,0.001,0
77,3,0.000,0.009,0.153,0.770,0.066,0.001,0
77,4,0.000,0.000,0.018,0.190,0.752,0.040,0
77,5,0.000,0.000,0.000,0.020,0.303,0.677,0
77,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78,0,0.869,0.127,0.004,0.000,0.000,0.000,0
78,1,0.017,0.898,0.082,0.003,0.000,0.000,0
78,2,0.001,0.041,0.886,0.071,0.002,0.000,0
78,3,0.000,0.000,0.051,0.901,0.047,0.001,0
78,4,0.000,0.000,0.008,0.073,0.891,0.028,0
78,5,0.000,0.000,0.000,0.000,0.104,0.896,0
78,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
79,0,0.848,0.152,0.000,0.000,0.000,0.000,0
79,1,0.012,0.901,0.087,0.000,0.000,0.000,0
79,2,0.001,0.043,0.891,0.063,0.002,0.000,0
79,3,0.000,0.001,0.060,0.895,0.044,0.001,0
79,4,0.000,0.000,0.003,0.092,0.886,0.019,0
79,5,0.000,0.000,0.000,0.000,0.076,0.924,0
79,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
80,0,0.924,0.071,0.005,0.000,0.000,0.000,0
80,1,0.082,0.838,0.075,0.005,0.000,0.000,0
80,2,0.005,0.117,0.812,0.064,0.002,0.000,0
80,3,0.001,0.018,0.190,0.753,0.037,0.001,0
80,4,0.000,0.002,0.025,0.213,0.737,0.023,0
80,5,0.000,0.000,0.009,0.082,0.173,0.736,0
80,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
81,0,0.765,0.206,0.029,0.000,0.000,0.000,0
81,1,0.020,0.835,0.130,0.015,0.000,0.000,0
81,2,0.001,0.045,0.824,0.126,0.004,0.000,0
81,3,0.000,0.001,0.055,0.855,0.086,0.003,0
81,4,0.000,0.002,0.007,0.080,0.878,0.033,0
81,5,0.000,0.000,0.000,0.000,0.082,0.918,0
81,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
82,0,0.905,0.087,0.009,0.000,0.000,0.000,0
82,1,0.015,0.902,0.082,0.002,0.000,0.000,0
82,2,0.000,0.033,0.918,0.047,0.002,0.000,0
82,3,0.000,0.001,0.039,0.931,0.029,0.000,0
82,4,0.000,0.000,0.002,0.067,0.908,0.023,0
82,5,0.000,0.000,0.000,0.000,0.089,0.911,0
82,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
83,0,0.781,0.201,0.018,0.000,0.000,0.000,0
83,1,0.065,0.784,0.137,0.013,0.001,0.000,0
83,2,0.006,0.121,0.763,0.108,0.002,0.000,0
83,3,0.000,0.013,0.170,0.739,0.074,0.003,0
83,4,0.000,0.000,0.026,0.225,0.708,0.041,0
83,5,0.000,0.000,0.000,0.043,0.336,0.621,0
83,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
84,0,0.944,0.056,0.000,0.000,0.000,0.000,0
84,1,0.017,0.935,0.047,0.000,0.000,0.000,0
84,2,0.001,0.037,0.930,0.032,0.000,0.000,0
84,3,0.000,0.001,0.063,0.914,0.022,0.000,0
84,4,0.000,0.000,0.002,0.067,0.926,0.005,0
84,5,0.000,0.000,0.000,0.000,0.088,0.912,0
84,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
85,0,0.909,0.071,0.020,0.000,0.000,0.000,0
85,1,0.007,0.884,0.104,0.005,0.001,0.000,0
85,2,0.000,0.011,0.915,0.074,0.001,0.000,0
85,3,0.000,0.000,0.021,0.918,0.060,0.001,0
85,4,0.000,0.000,0.000,0.029,0.924,0.047,0
85,5,0.000,0.000,0.000,0.000,0.042,0.958,0
85,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
86,0,0.891,0.109,0.000,0.000,0.000,0.000,0
86,1,0.065,0.858,0.074,0.003,0.000,0.000,0
86,2,0.003,0.105,0.826,0.066,0.001,0.000,0
86,3,0.000,0.006,0.142,0.813,0.037,0.001,0
86,4,0.000,0.000,0.016,0.164,0.793,0.027,0
86,5,0.000,0.000,0.000,0.041,0.207,0.752,0
86,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
87,0,0.693,0.268,0.036,0.004,0.000,0.000,0
87,1,0.008,0.780,0.186,0.023,0.003,0.000,0
87,2,0.000,0.012,0.812,0.167,0.009,0.000,0
87,3,0.000,0.001,0.010,0.869,0.115,0.005,0
87,4,0.000,0.000,0.000,0.023,0.911,0.067,0
87,5,0.000,0.000,0.000,0.000,0.009,0.991,0
87,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
88,0,0.916,0.079,0.005,0.000,0.000,0.000,0
88,1,0.001,0.965,0.034,0.000,0.000,0.000,0
88,2,0.000,0.015,0.946,0.039,0.000,0.000,0
88,3,0.000,0.001,0.017,0.958,0.023,0.000,0
88,4,0.000,0.000,0.000,0.029,0.961,0.010,0
88,5,0.000,0.000,0.000,0.000,0.039,0.961,0
88,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
89,0,0.796,0.183,0.022,0.000,0.000,0.000,0
89,1,0.053,0.794,0.145,0.009,0.000,0.000,0
89,2,0.008,0.106,0.797,0.086,0.003,0.000,0
89,3,0.001,0.010,0.154,0.779,0.056,0.001,0
89,4,0.000,0.000,0.020,0.180,0.772,0.028,0
89,5,0.000,0.000,0.013,0.045,0.232,0.710,0
89,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
90,0,0.862,0.133,0.005,0.000,0.000,0.000,0
90,1,0.024,0.834,0.139,0.002,0.001,0.000,0
90,2,0.001,0.028,0.870,0.098,0.002,0.000,0
90,3,0.000,0.001,0.050,0.876,0.071,0.001,0
90,4,0.000,0.000,0.000,0.067,0.904,0.028,0
90,5,0.000,0.000,0.000,0.023,0.092,0.885,0
90,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
91,0,0.907,0.093,0.000,0.000,0.000,0.000,0
91,1,0.004,0.916,0.080,0.001,0.000,0.000,0
91,2,0.000,0.012,0.915,0.070,0.002,0.000,0
91,3,0.000,0.001,0.020,0.933,0.046,0.000,0
91,4,0.000,0.000,0.000,0.029,0.953,0.018,0
91,5,0.000,0.000,0.000,0.000,0.051,0.949,0
91,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
92,0,0.830,0.154,0.016,0.000,0.000,0.000,0
92,1,0.015,0.802,0.169,0.015,0.000,0.000,0
92,2,0.001,0.029,0.830,0.136,0.004,0.000,0
92,3,0.000,0.001,0.043,0.874,0.079,0.003,0
92,4,0.000,0.000,0.000,0.082,0.885,0.034,0
92,5,0.000,0.000,0.000,0.000,0.085,0.915,0
92,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
93,0,0.911,0.089,0.000,0.000,0.000,0.000,0
93,1,0.024,0.910,0.065,0.000,0.000,0.000,0
93,2,0.001,0.045,0.892,0.060,0.002,0.000,0
93,3,0.000,0.002,0.058,0.902,0.037,0.001,0
93,4,0.000,0.000,0.001,0.095,0.893,0.011,0
93,5,0.000,0.000,0.000,0.006,0.106,0.888,0
93,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
94,0,0.856,0.132,0.011,0.000,0.000,0.000,0
94,1,0.021,0.858,0.114,0.007,0.000,0.000,0
94,2,0.000,0.042,0.873,0.083,0.001,0.000,0
94,3,0.000,0.003,0.057,0.882,0.059,0.000,0
94,4,0.000,0.000,0.004,0.087,0.882,0.027,0
94,5,0.000,0.000,0.000,0.000,0.118,0.882,0
94,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
95,0,0.794,0.164,0.042,0.000,0.000,0.000,0
95,1,0.066,0.781,0.138,0.015,0.000,0.000,0
95,2,0.009,0.133,0.732,0.122,0.005,0.000,0
95,3,0.000,0.010,0.178,0.732,0.078,0.001,0
95,4,0.000,0.001,0.034,0.253,0.673,0.040,0
95,5,0.000,0.000,0.000,0.038,0.274,0.688,0
95,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
96,0,0.886,0.104,0.010,0.000,0.000,0.000,0
96,1,0.026,0.890,0.082,0.002,0.000,0.000,0
96,2,0.000,0.043,0.883,0.074,0.001,0.000,0
96,3,0.000,0.001,0.064,0.889,0.045,0.001,0
96,4,0.000,0.000,0.005,0.104,0.870,0.020,0
96,5,0.000,0.000,0.000,0.007,0.161,0.832,0
96,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
97,0,0.870,0.120,0.010,0.000,0.000,0.000,0
97,1,0.004,0.838,0.153,0.005,0.000,0.000,0
97,2,0.000,0.023,0.864,0.108,0.005,0.000,0
97,3,0.000,0.001,0.032,0.897,0.070,0.001,0
97,4,0.000,0.000,0.003,0.049,0.906,0.042,0
97,5,0.000,0.000,0.000,0.000,0.074,0.926,0
97,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
98,0,0.600,0.365,0.029,0.006,0.000,0.000,0
98,1,0.011,0.664,0.274,0.050,0.001,0.000,0
98,2,0.000,0.045,0.737,0.202,0.016,0.001,0
98,3,0.000,0.001,0.070,0.770,0.153,0.005,0
98,4,0.000,0.000,0.005,0.089,0.827,0.079,0
98,5,0.000,0.000,0.000,0.013,0.172,0.815,0
98,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
99,0,0.827,0.173,0.000,0.000,0.000,0.000,0
99,1,0.019,0.839,0.130,0.011,0.000,0.000,0
99,2,0.000,0.016,0.845,0.137,0.003,0.000,0
99,3,0.000,0.000,0.027,0.880,0.087,0.005,0
99,4,0.000,0.000,0.001,0.044,0.917,0.038,0
99,5,0.000,0.000,0.000,0.005,0.065,0.930,0
99,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
100,0,0.932,0.068,0.000,0.000,0.000,0.000,0
100,1,0.012,0.961,0.027,0.000,0.000,0.000,0
100,2,0.001,0.034,0.946,0.019,0.000,0.000,0
100,3,0.000,0.001,0.053,0.930,0.016,0.000,0
100,4,0.000,0.000,0.001,0.064,0.928,0.008,0
100,5,0.000,0.000,0.000,0.013,0.094,0.893,0
100,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
101,0,0.673,0.231,0.087,0.010,0.000,0.000,0
101,1,0.039,0.699,0.239,0.022,0.002,0.000,0
101,2,0.002,0.070,0.717,0.194,0.015,0.001,0
101,3,0.000,0.009,0.119,0.759,0.110,0.002,0
101,4,0.000,0.000,0.009,0.150,0.772,0.069,0
101,5,0.000,0.000,0.000,0.014,0.236,0.750,0
101,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
102,0,0.750,0.219,0.031,0.000,0.000,0.000,0
102,1,0.013,0.770,0.196,0.022,0.000,0.000,0
102,2,0.000,0.021,0.801,0.166,0.012,0.000,0
102,3,0.000,0.001,0.021,0.839,0.133,0.007,0
102,4,0.000,0.000,0.001,0.039,0.913,0.047,0
102,5,0.000,0.000,0.000,0.004,0.076,0.920,0
102,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
103,0,0.962,0.038,0.000,0.000,0.000,0.000,0
103,1,0.004,0.975,0.019,0.002,0.000,0.000,0
103,2,0.000,0.007,0.975,0.018,0.000,0.000,0
103,3,0.000,0.000,0.011,0.973,0.016,0.000,0
103,4,0.000,0.000,0.000,0.026,0.967,0.007,0
103,5,0.000,0.000,0.000,0.000,0.054,0.946,0
103,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
104,0,0.782,0.218,0.000,0.000,0.000,0.000,0
104,1,0.025,0.837,0.125,0.013,0.000,0.000,0
104,2,0.002,0.062,0.843,0.088,0.005,0.000,0
104,3,0.000,0.003,0.096,0.838,0.062,0.000,0
104,4,0.000,0.000,0.010,0.129,0.835,0.026,0
104,5,0.000,0.000,0.000,0.011,0.154,0.835,0
104,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
105,0,0.776,0.211,0.013,0.000,0.000,0.000,0
105,1,0.020,0.810,0.152,0.018,0.000,0.000,0
105,2,0.001,0.027,0.819,0.144,0.009,0.000,0
105,3,0.000,0.001,0.046,0.852,0.096,0.005,0
105,4,0.000,0.000,0.003,0.065,0.876,0.056,0
105,5,0.000,0.000,0.000,0.000,0.058,0.942,0
105,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
106,0,0.886,0.114,0.000,0.000,0.000,0.000,0
106,1,0.004,0.912,0.077,0.007,0.000,0.000,0
106,2,0.000,0.018,0.919,0.060,0.003,0.000,0
106,3,0.000,0.000,0.020,0.937,0.043,0.000,0
106,4,0.000,0.000,0.000,0.022,0.958,0.020,0
106,5,0.000,0.000,0.000,0.000,0.009,0.991,0
106,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
107,0,0.734,0.188,0.078,0.000,0.000,0.000,0
107,1,0.009,0.801,0.172,0.018,0.000,0.000,0
107,2,0.003,0.052,0.767,0.169,0.009,0.000,0
107,3,0.000,0.005,0.084,0.806,0.103,0.002,0
107,4,0.000,0.000,0.006,0.124,0.804,0.065,0
107,5,0.000,0.000,0.000,0.012,0.138,0.850,0
107,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
108,0,0.685,0.296,0.000,0.019,0.000,0.000,0
108,1,0.032,0.766,0.182,0.021,0.000,0.000,0
108,2,0.002,0.051,0.799,0.136,0.012,0.000,0
108,3,0.000,0.001,0.086,0.812,0.097,0.003,0
108,4,0.000,0.000,0.004,0.104,0.847,0.045,0
108,5,0.000,0.000,0.000,0.016,0.138,0.846,0
108,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
109,0,0.925,0.075,0.000,0.000,0.000,0.000,0
109,1,0.005,0.946,0.046,0.002,0.000,0.000,0
109,2,0.000,0.011,0.942,0.046,0.000,0.000,0
109,3,0.000,0.000,0.012,0.958,0.030,0.001,0
109,4,0.000,0.000,0.000,0.017,0.969,0.014,0
109,5,0.000,0.000,0.000,0.000,0.029,0.971,0
109,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
110,0,0.804,0.137,0.039,0.020,0.000,0.000,0
110,1,0.017,0.735,0.225,0.022,0.000,0.000,0
110,2,0.002,0.081,0.760,0.145,0.012,0.000,0
110,3,0.000,0.004,0.113,0.774,0.105,0.005,0
110,4,0.000,0.000,0.013,0.155,0.785,0.047,0
110,5,0.000,0.000,0.000,0.008,0.209,0.783,0
110,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
111,0,0.900,0.100,0.000,0.000,0.000,0.000,0
111,1,0.025,0.893,0.080,0.002,0.000,0.000,0
111,2,0.000,0.070,0.854,0.074,0.002,0.000,0
111,3,0.000,0.002,0.099,0.854,0.044,0.001,0
111,4,0.000,0.001,0.005,0.126,0.850,0.018,0
111,5,0.000,0.000,0.000,0.008,0.147,0.845,0
111,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
112,0,0.927,0.073,0.000,0.000,0.000,0.000,0
112,1,0.011,0.875,0.111,0.002,0.000,0.000,0
112,2,0.000,0.008,0.899,0.091,0.003,0.000,0
112,3,0.000,0.001,0.016,0.914,0.069,0.001,0
112,4,0.000,0.000,0.002,0.021,0.953,0.025,0
112,5,0.000,0.000,0.000,0.000,0.015,0.985,0
112,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
113,0,0.625,0.339,0.036,0.000,0.000,0.000,0
113,1,0.029,0.713,0.230,0.027,0.000,0.000,0
113,2,0.002,0.074,0.720,0.185,0.018,0.001,0
113,3,0.000,0.011,0.140,0.722,0.121,0.007,0
113,4,0.000,0.001,0.014,0.153,0.781,0.051,0
113,5,0.000,0.000,0.000,0.019,0.229,0.752,0
113,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
114,0,0.816,0.163,0.020,0.000,0.000,0.000,0
114,1,0.007,0.821,0.169,0.002,0.000,0.000,0
114,2,0.000,0.017,0.859,0.118,0.006,0.000,0
114,3,0.000,0.001,0.033,0.894,0.070,0.002,0
114,4,0.000,0.000,0.001,0.040,0.925,0.034,0
114,5,0.000,0.000,0.000,0.003,0.039,0.958,0
114,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
115,0,0.791,0.209,0.000,0.000,0.000,0.000,0
115,1,0.000,0.832,0.154,0.014,0.000,0.000,0
115,2,0.000,0.000,0.885,0.109,0.005,0.000,0
115,3,0.000,0.000,0.000,0.939,0.059,0.002,0
115,4,0.000,0.000,0.000,0.000,0.970,0.030,0
115,5,0.000,0.000,0.000,0.000,0.000,1.000,0
115,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
116,0,0.676,0.294,0.000,0.029,0.000,0.000,0
116,1,0.003,0.772,0.196,0.028,0.000,0.000,0
116,2,0.000,0.006,0.799,0.178,0.017,0.001,0
116,3,0.000,0.000,0.015,0.865,0.116,0.004,0
116,4,0.000,0.000,0.001,0.019,0.903,0.076,0
116,5,0.000,0.000,0.000,0.000,0.035,0.965,0
116,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
117,0,0.958,0.042,0.000,0.000,0.000,0.000,0
117,1,0.027,0.781,0.188,0.004,0.000,0.000,0
117,2,0.000,0.039,0.849,0.108,0.003,0.000,0
117,3,0.000,0.002,0.056,0.871,0.070,0.002,0
117,4,0.000,0.000,0.005,0.083,0.882,0.030,0
117,5,0.000,0.000,0.000,0.009,0.118,0.873,0
117,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
118,0,0.900,0.067,0.033,0.000,0.000,0.000,0
118,1,0.004,0.873,0.119,0.004,0.000,0.000,0
118,2,0.000,0.009,0.893,0.095,0.003,0.000,0
118,3,0.000,0.000,0.017,0.932,0.051,0.000,0
118,4,0.000,0.000,0.000,0.018,0.964,0.018,0
118,5,0.000,0.000,0.000,0.000,0.025,0.975,0
118,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
119,0,0.821,0.179,0.000,0.000,0.000,0.000,0
119,1,0.013,0.839,0.134,0.013,0.000,0.000,0
119,2,0.002,0.064,0.802,0.131,0.001,0.000,0
119,3,0.000,0.003,0.090,0.818,0.086,0.002,0
119,4,0.000,0.000,0.006,0.129,0.821,0.044,0
119,5,0.000,0.000,0.000,0.009,0.124,0.867,0
119,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
120,0,0.893,0.107,0.000,0.000,0.000,0.000,0
120,1,0.000,0.903,0.093,0.004,0.000,0.000,0
120,2,0.000,0.000,0.918,0.081,0.001,0.000,0
120,3,0.000,0.000,0.000,0.941,0.059,0.000,0
120,4,0.000,0.000,0.000,0.000,0.972,0.028,0
120,5,0.000,0.000,0.000,0.000,0.000,1.000,0
120,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
121,0,0.880,0.120,0.000,0.000,0.000,0.000,0
121,1,0.000,0.911,0.089,0.000,0.000,0.000,0
121,2,0.000,0.000,0.911,0.086,0.002,0.000,0
121,3,0.000,0.000,0.000,0.949,0.051,0.000,0
121,4,0.000,0.000,0.000,0.000,0.972,0.028,0
121,5,0.000,0.000,0.000,0.000,0.000,1.000,0
121,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
122,0,0.773,0.182,0.045,0.000,0.000,0.000,0
122,1,0.023,0.714,0.230,0.028,0.005,0.000,0
122,2,0.001,0.045,0.764,0.171,0.018,0.000,0
122,3,0.000,0.002,0.078,0.777,0.135,0.007,0
122,4,0.000,0.000,0.006,0.111,0.807,0.076,0
122,5,0.000,0.000,0.000,0.008,0.156,0.835,0
122,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
123,0,0.913,0.043,0.043,0.000,0.000,0.000,0
123,1,0.005,0.840,0.150,0.005,0.000,0.000,0
123,2,0.000,0.015,0.894,0.087,0.002,0.001,0
123,3,0.000,0.000,0.028,0.913,0.059,0.001,0
123,4,0.000,0.000,0.001,0.037,0.935,0.027,0
123,5,0.000,0.000,0.000,0.002,0.046,0.953,0
123,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
124,0,0.909,0.091,0.000,0.000,0.000,0.000,0
124,1,0.011,0.890,0.088,0.011,0.000,0.000,0
124,2,0.000,0.041,0.861,0.094,0.004,0.000,0
124,3,0.000,0.001,0.063,0.891,0.044,0.001,0
124,4,0.000,0.000,0.001,0.076,0.902,0.020,0
124,5,0.000,0.000,0.000,0.003,0.093,0.904,0
124,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
125,0,0.682,0.273,0.045,0.000,0.000,0.000,0
125,1,0.030,0.802,0.147,0.015,0.005,0.000,0
125,2,0.000,0.072,0.782,0.143,0.002,0.000,0
125,3,0.000,0.003,0.090,0.821,0.082,0.003,0
125,4,0.000,0.000,0.008,0.130,0.824,0.038,0
125,5,0.000,0.000,0.000,0.017,0.144,0.839,0
125,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
126,0,0.857,0.143,0.000,0.000,0.000,0.000,0
126,1,0.031,0.829,0.140,0.000,0.000,0.000,0
126,2,0.001,0.054,0.816,0.121,0.007,0.000,0
126,3,0.000,0.001,0.069,0.852,0.076,0.002,0
126,4,0.000,0.001,0.005,0.111,0.846,0.038,0
126,5,0.000,0.000,0.000,0.005,0.145,0.850,0
126,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
127,0,0.885,0.115,0.000,0.000,0.000,0.000,0
127,1,0.013,0.908,0.071,0.008,0.000,0.000,0
127,2,0.000,0.018,0.912,0.069,0.001,0.000,0
127,3,0.000,0.000,0.030,0.914,0.057,0.000,0
127,4,0.000,0.000,0.002,0.038,0.941,0.019,0
127,5,0.000,0.000,0.000,0.002,0.054,0.945,0
127,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
128,0,0.923,0.077,0.000,0.000,0.000,0.000,0
128,1,0.042,0.873,0.076,0.008,0.000,0.000,0
