Ten minute period number,Active occupant count in time period,Probability of transition to zero active occupants in next time period,Probability of transition to one active occupant in next time period,Probability of transition to two active occupants in next time period,Probability of transition to three active occupants in next time period,Probability of transition to four active occupants in next time period,Probability of transition to five active occupants in next time period,Probability of transition to six active occupants in next time period
7,4,0.000,0.000,0.000,0.000,0.000,0.000,0
7,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8,0,0.997,0.003,0.000,0.000,0.000,0.000,0
8,1,0.215,0.785,0.000,0.000,0.000,0.000,0
8,2,0.015,0.439,0.545,0.000,0.000,0.000,0
8,3,0.000,1.000,0.000,0.000,0.000,0.000,0
8,4,0.000,0.000,0.000,0.000,0.000,0.000,0
8,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9,0,0.995,0.005,0.000,0.000,0.000,0.000,0
9,1,0.157,0.843,0.000,0.000,0.000,0.000,0
9,2,0.028,0.250,0.722,0.000,0.000,0.000,0
9,3,0.000,0.000,0.000,0.000,0.000,0.000,0
9,4,0.000,0.000,0.000,0.000,0.000,0.000,0
9,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10,0,0.987,0.013,0.000,0.000,0.000,0.000,0
10,1,0.000,0.985,0.015,0.000,0.000,0.000,0
10,2,0.000,0.000,1.000,0.000,0.000,0.000,0
10,3,0.000,0.000,0.000,0.000,0.000,0.000,0
10,4,0.000,0.000,0.000,0.000,0.000,0.000,0
10,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11,0,0.983,0.017,0.000,0.000,0.000,0.000,0
11,1,0.337,0.654,0.009,0.000,0.000,0.000,0
11,2,0.086,0.429,0.486,0.000,0.000,0.000,0
11,3,0.000,0.000,0.000,0.000,0.000,0.000,0
11,4,0.000,0.000,0.000,0.000,0.000,0.000,0
11,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12,0,0.994,0.006,0.000,0.000,0.000,0.000,0
12,1,0.099,0.899,0.002,0.000,0.000,0.000,0
12,2,0.000,0.250,0.750,0.000,0.000,0.000,0
12,3,0.000,0.000,0.000,0.000,0.000,0.000,0
12,4,0.000,0.000,0.000,0.000,0.000,0.000,0
12,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13,0,0.996,0.004,0.000,0.000,0.000,0.000,0
13,1,0.081,0.919,0.000,0.000,0.000,0.000,0
13,2,0.000,0.000,1.000,0.000,0.000,0.000,0
13,3,0.000,0.000,0.000,0.000,0.000,0.000,0
13,4,0.000,0.000,0.000,0.000,0.000,0.000,0
13,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14,0,0.987,0.013,0.000,0.000,0.000,0.000,0
14,1,0.280,0.714,0.006,0.000,0.000,0.000,0
14,2,0.000,0.474,0.526,0.000,0.000,0.000,0
14,3,0.000,0.000,0.000,0.000,0.000,0.000,0
14,4,0.000,0.000,0.000,0.000,0.000,0.000,0
14,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15,0,0.995,0.005,0.000,0.000,0.000,0.000,0
15,1,0.088,0.907,0.005,0.000,0.000,0.000,0
15,2,0.000,0.154,0.846,0.000,0.000,0.000,0
15,3,0.000,0.000,0.000,0.000,0.000,0.000,0
15,4,0.000,0.000,0.000,0.000,0.000,0.000,0
15,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16,0,1.000,0.000,0.000,0.000,0.000,0.000,0
16,1,0.053,0.947,0.000,0.000,0.000,0.000,0
16,2,0.000,0.077,0.923,0.000,0.000,0.000,0
16,3,0.000,0.000,0.000,0.000,0.000,0.000,0
16,4,0.000,0.000,0.000,0.000,0.000,0.000,0
16,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17,0,0.980,0.020,0.000,0.000,0.000,0.000,0
17,1,0.279,0.706,0.016,0.000,0.000,0.000,0
17,2,0.083,0.500,0.417,0.000,0.000,0.000,0
17,3,0.000,0.000,0.000,0.000,0.000,0.000,0
17,4,0.000,0.000,0.000,0.000,0.000,0.000,0
17,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
18,0,1.000,0.000,0.000,0.000,0.000,0.000,0
18,1,0.077,0.923,0.000,0.000,0.000,0.000,0
18,2,0.000,0.000,1.000,0.000,0.000,0.000,0
18,3,0.000,0.000,0.000,0.000,0.000,0.000,0
18,4,0.000,0.000,0.000,0.000,0.000,0.000,0
18,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
18,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
19,0,1.000,0.000,0.000,0.000,0.000,0.000,0
19,1,0.000,1.000,0.000,0.000,0.000,0.000,0
19,2,0.000,0.000,1.000,0.000,0.000,0.000,0
19,3,0.000,0.000,0.000,0.000,0.000,0.000,0
19,4,0.000,0.000,0.000,0.000,0.000,0.000,0
19,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
19,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20,0,0.991,0.009,0.000,0.000,0.000,0.000,0
20,1,0.056,0.929,0.015,0.000,0.000,0.000,0
20,2,0.000,0.182,0.818,0.000,0.000,0.000,0
20,3,0.000,0.000,0.000,0.000,0.000,0.000,0
20,4,0.000,0.000,0.000,0.000,0.000,0.000,0
20,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21,0,1.000,0.000,0.000,0.000,0.000,0.000,0
21,1,0.106,0.894,0.000,0.000,0.000,0.000,0
21,2,0.000,0.357,0.643,0.000,0.000,0.000,0
21,3,0.000,0.000,0.000,0.000,0.000,0.000,0
21,4,0.000,0.000,0.000,0.000,0.000,0.000,0
21,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
22,0,1.000,0.000,0.000,0.000,0.000,0.000,0
22,1,0.061,0.939,0.000,0.000,0.000,0.000,0
22,2,0.000,0.000,1.000,0.000,0.000,0.000,0
22,3,0.000,0.000,0.000,0.000,0.000,0.000,0
22,4,0.000,0.000,0.000,0.000,0.000,0.000,0
22,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
22,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
23,0,0.907,0.091,0.002,0.000,0.000,0.000,0
23,1,0.592,0.382,0.026,0.000,0.000,0.000,0
23,2,0.222,0.778,0.000,0.000,0.000,0.000,0
23,3,0.000,0.000,0.000,0.000,0.000,0.000,0
23,4,0.000,0.000,0.000,0.000,0.000,0.000,0
23,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
23,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
24,0,1.000,0.000,0.000,0.000,0.000,0.000,0
24,1,0.071,0.929,0.000,0.000,0.000,0.000,0
24,2,0.000,0.118,0.882,0.000,0.000,0.000,0
24,3,0.000,0.000,0.000,0.000,0.000,0.000,0
24,4,0.000,0.000,0.000,0.000,0.000,0.000,0
24,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
24,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
25,0,0.994,0.006,0.000,0.000,0.000,0.000,0
25,1,0.155,0.839,0.006,0.000,0.000,0.000,0
25,2,0.067,0.467,0.467,0.000,0.000,0.000,0
25,3,0.000,0.000,0.000,0.000,0.000,0.000,0
25,4,0.000,0.000,0.000,0.000,0.000,0.000,0
25,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
25,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
26,0,0.981,0.019,0.000,0.000,0.000,0.000,0
26,1,0.209,0.785,0.006,0.000,0.000,0.000,0
26,2,0.100,0.100,0.700,0.100,0.000,0.000,0
26,3,0.000,0.000,0.000,0.000,0.000,0.000,0
26,4,0.000,0.000,0.000,0.000,0.000,0.000,0
26,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
26,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
27,0,0.989,0.011,0.000,0.000,0.000,0.000,0
27,1,0.201,0.796,0.002,0.000,0.000,0.000,0
27,2,0.100,0.100,0.800,0.000,0.000,0.000,0
27,3,0.000,0.000,0.000,1.000,0.000,0.000,0
27,4,0.000,0.000,0.000,0.000,0.000,0.000,0
27,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
27,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
28,0,1.000,0.000,0.000,0.000,0.000,0.000,0
28,1,0.000,1.000,0.000,0.000,0.000,0.000,0
28,2,0.000,0.000,1.000,0.000,0.000,0.000,0
28,3,0.000,0.000,0.000,1.000,0.000,0.000,0
28,4,0.000,0.000,0.000,0.000,0.000,0.000,0
28,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
28,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
29,0,0.972,0.028,0.000,0.000,0.000,0.000,0
29,1,0.223,0.760,0.017,0.000,0.000,0.000,0
29,2,0.000,0.333,0.667,0.000,0.000,0.000,0
29,3,0.000,0.000,1.000,0.000,0.000,0.000,0
29,4,0.000,0.000,0.000,0.000,0.000,0.000,0
29,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
29,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30,0,0.986,0.014,0.000,0.000,0.000,0.000,0
30,1,0.092,0.901,0.007,0.000,0.000,0.000,0
30,2,0.000,0.200,0.800,0.000,0.000,0.000,0
30,3,0.000,0.000,0.000,0.000,0.000,0.000,0
30,4,0.000,0.000,0.000,0.000,0.000,0.000,0
30,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31,0,1.000,0.000,0.000,0.000,0.000,0.000,0
31,1,0.000,1.000,0.000,0.000,0.000,0.000,0
31,2,0.000,0.000,1.000,0.000,0.000,0.000,0
31,3,0.000,0.000,0.000,0.000,0.000,0.000,0
31,4,0.000,0.000,0.000,0.000,0.000,0.000,0
31,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
32,0,0.921,0.078,0.002,0.000,0.000,0.000,0
32,1,0.230,0.730,0.040,0.000,0.000,0.000,0
32,2,0.000,0.267,0.733,0.000,0.000,0.000,0
32,3,0.000,0.000,0.000,0.000,0.000,0.000,0
32,4,0.000,0.000,0.000,0.000,0.000,0.000,0
32,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
32,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33,0,0.975,0.025,0.000,0.000,0.000,0.000,0
33,1,0.063,0.920,0.017,0.000,0.000,0.000,0
33,2,0.000,0.158,0.842,0.000,0.000,0.000,0
33,3,0.000,0.000,0.000,0.000,0.000,0.000,0
33,4,0.000,0.000,0.000,0.000,0.000,0.000,0
33,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
34,0,0.995,0.005,0.000,0.000,0.000,0.000,0
34,1,0.066,0.927,0.007,0.000,0.000,0.000,0
34,2,0.000,0.067,0.933,0.000,0.000,0.000,0
34,3,0.000,0.000,0.000,0.000,0.000,0.000,0
34,4,0.000,0.000,0.000,0.000,0.000,0.000,0
34,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
34,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
35,0,0.774,0.206,0.019,0.000,0.000,0.000,0
35,1,0.140,0.727,0.127,0.007,0.000,0.000,0
35,2,0.043,0.149,0.702,0.106,0.000,0.000,0
35,3,0.000,0.000,0.000,0.000,0.000,0.000,0
35,4,0.000,0.000,0.000,0.000,0.000,0.000,0
35,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
35,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36,0,0.974,0.026,0.000,0.000,0.000,0.000,0
36,1,0.038,0.937,0.024,0.001,0.000,0.000,0
36,2,0.000,0.072,0.908,0.019,0.000,0.000,0
36,3,0.000,0.000,0.000,1.000,0.000,0.000,0
36,4,0.000,0.000,0.000,0.000,0.000,0.000,0
36,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
37,0,1.000,0.000,0.000,0.000,0.000,0.000,0
37,1,0.020,0.980,0.000,0.000,0.000,0.000,0
37,2,0.000,0.045,0.955,0.000,0.000,0.000,0
37,3,0.000,0.000,0.000,1.000,0.000,0.000,0
37,4,0.000,0.000,0.000,0.000,0.000,0.000,0
37,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
37,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38,0,0.786,0.196,0.018,0.001,0.000,0.000,0
38,1,0.049,0.795,0.150,0.006,0.000,0.000,0
38,2,0.005,0.123,0.750,0.118,0.005,0.000,0
38,3,0.000,0.000,0.059,0.941,0.000,0.000,0
38,4,0.000,0.000,0.000,0.000,0.000,0.000,0
38,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39,0,0.961,0.038,0.001,0.000,0.000,0.000,0
39,1,0.062,0.913,0.026,0.000,0.000,0.000,0
39,2,0.009,0.126,0.847,0.019,0.000,0.000,0
39,3,0.000,0.000,0.173,0.827,0.000,0.000,0
39,4,0.000,0.000,0.000,1.000,0.000,0.000,0
39,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40,0,0.989,0.011,0.000,0.000,0.000,0.000,0
40,1,0.009,0.976,0.015,0.000,0.000,0.000,0
40,2,0.000,0.026,0.974,0.000,0.000,0.000,0
40,3,0.000,0.000,0.038,0.962,0.000,0.000,0
40,4,0.000,0.000,0.000,0.000,0.000,0.000,0
40,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41,0,0.581,0.336,0.076,0.007,0.000,0.000,0
41,1,0.034,0.635,0.289,0.039,0.003,0.000,0
41,2,0.000,0.082,0.682,0.223,0.014,0.000,0
41,3,0.000,0.000,0.080,0.720,0.200,0.000,0
41,4,0.000,0.000,0.000,0.000,0.000,0.000,0
41,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42,0,0.949,0.048,0.003,0.000,0.000,0.000,0
42,1,0.044,0.916,0.040,0.000,0.000,0.000,0
42,2,0.001,0.098,0.875,0.026,0.000,0.000,0
42,3,0.000,0.005,0.153,0.833,0.009,0.000,0
42,4,0.000,0.000,0.000,0.227,0.773,0.000,0
42,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,0,0.998,0.002,0.000,0.000,0.000,0.000,0
43,1,0.017,0.981,0.002,0.000,0.000,0.000,0
43,2,0.000,0.043,0.956,0.001,0.000,0.000,0
43,3,0.000,0.005,0.087,0.904,0.005,0.000,0
43,4,0.000,0.000,0.000,0.158,0.842,0.000,0
43,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44,0,0.653,0.296,0.050,0.001,0.000,0.000,0
44,1,0.071,0.652,0.248,0.028,0.001,0.000,0
44,2,0.006,0.162,0.682,0.144,0.006,0.000,0
44,3,0.005,0.015,0.249,0.647,0.085,0.000,0
44,4,0.000,0.000,0.059,0.412,0.529,0.000,0
44,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45,0,0.941,0.058,0.001,0.000,0.000,0.000,0
45,1,0.045,0.923,0.032,0.000,0.000,0.000,0
45,2,0.001,0.085,0.892,0.021,0.000,0.000,0
45,3,0.000,0.000,0.144,0.842,0.015,0.000,0
45,4,0.000,0.000,0.000,0.147,0.853,0.000,0
45,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46,0,0.993,0.007,0.000,0.000,0.000,0.000,0
46,1,0.012,0.984,0.003,0.000,0.000,0.000,0
46,2,0.001,0.024,0.973,0.002,0.000,0.000,0
46,3,0.000,0.000,0.028,0.969,0.003,0.000,0
46,4,0.000,0.000,0.000,0.000,1.000,0.000,0
46,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47,0,0.345,0.419,0.195,0.034,0.006,0.000,0
47,1,0.041,0.441,0.397,0.114,0.007,0.000,0
47,2,0.005,0.116,0.558,0.287,0.033,0.000,0
47,3,0.000,0.016,0.163,0.654,0.167,0.000,0
47,4,0.000,0.000,0.000,0.200,0.800,0.000,0
47,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,0,0.968,0.032,0.000,0.000,0.000,0.000,0
48,1,0.029,0.942,0.028,0.001,0.000,0.000,0
48,2,0.000,0.057,0.925,0.017,0.001,0.000,0
48,3,0.000,0.007,0.098,0.888,0.007,0.000,0
48,4,0.000,0.000,0.000,0.110,0.890,0.000,0
48,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,0,0.991,0.009,0.000,0.000,0.000,0.000,0
49,1,0.009,0.985,0.006,0.000,0.000,0.000,0
49,2,0.000,0.011,0.986,0.003,0.000,0.000,0
49,3,0.000,0.000,0.016,0.983,0.001,0.000,0
49,4,0.000,0.000,0.000,0.022,0.978,0.000,0
49,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,0,0.639,0.314,0.047,0.000,0.000,0.000,0
50,1,0.049,0.680,0.245,0.024,0.001,0.000,0
50,2,0.005,0.122,0.703,0.161,0.009,0.000,0
50,3,0.000,0.022,0.195,0.719,0.063,0.000,0
50,4,0.000,0.000,0.075,0.201,0.724,0.000,0
50,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,0,0.967,0.033,0.000,0.000,0.000,0.000,0
51,1,0.040,0.924,0.036,0.001,0.000,0.000,0
51,2,0.003,0.080,0.894,0.023,0.000,0.000,0
51,3,0.000,0.004,0.114,0.868,0.014,0.000,0
51,4,0.000,0.000,0.006,0.144,0.850,0.000,0
51,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,0,0.988,0.012,0.000,0.000,0.000,0.000,0
52,1,0.013,0.973,0.014,0.000,0.000,0.000,0
52,2,0.000,0.023,0.969,0.008,0.000,0.000,0
52,3,0.000,0.000,0.029,0.963,0.008,0.000,0
52,4,0.000,0.000,0.000,0.052,0.948,0.000,0
52,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,0,0.483,0.366,0.128,0.023,0.000,0.000,0
53,1,0.046,0.535,0.333,0.080,0.006,0.000,0
53,2,0.002,0.090,0.620,0.260,0.029,0.000,0
53,3,0.000,0.009,0.147,0.671,0.173,0.000,0
53,4,0.000,0.000,0.019,0.240,0.740,0.000,0
53,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,0,0.948,0.052,0.000,0.000,0.000,0.000,0
54,1,0.024,0.946,0.030,0.000,0.000,0.000,0
54,2,0.001,0.060,0.919,0.019,0.000,0.000,0
54,3,0.000,0.002,0.093,0.889,0.016,0.000,0
54,4,0.000,0.000,0.006,0.143,0.851,0.000,0
54,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,0,0.977,0.023,0.000,0.000,0.000,0.000,0
55,1,0.015,0.957,0.028,0.000,0.000,0.000,0
55,2,0.000,0.021,0.961,0.018,0.001,0.000,0
55,3,0.000,0.001,0.034,0.957,0.008,0.000,0
55,4,0.000,0.000,0.000,0.040,0.960,0.000,0
55,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,0,0.744,0.225,0.031,0.000,0.000,0.000,0
56,1,0.074,0.753,0.162,0.010,0.000,0.000,0
56,2,0.008,0.141,0.743,0.103,0.005,0.000,0
56,3,0.000,0.038,0.240,0.662,0.060,0.000,0
56,4,0.000,0.000,0.051,0.259,0.690,0.000,0
56,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,0,0.912,0.088,0.000,0.000,0.000,0.000,0
57,1,0.043,0.912,0.046,0.000,0.000,0.000,0
57,2,0.002,0.068,0.893,0.037,0.001,0.000,0
57,3,0.000,0.003,0.101,0.880,0.016,0.000,0
57,4,0.000,0.000,0.000,0.168,0.832,0.000,0
57,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,0,0.975,0.025,0.000,0.000,0.000,0.000,0
58,1,0.016,0.947,0.036,0.000,0.000,0.000,0
58,2,0.000,0.023,0.952,0.024,0.000,0.000,0
58,3,0.000,0.000,0.030,0.956,0.014,0.000,0
58,4,0.000,0.000,0.000,0.078,0.922,0.000,0
58,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,0,0.663,0.291,0.043,0.002,0.000,0.000,0
59,1,0.053,0.662,0.252,0.033,0.000,0.000,0
59,2,0.006,0.110,0.702,0.174,0.007,0.000,0
59,3,0.000,0.022,0.202,0.686,0.090,0.000,0
59,4,0.000,0.000,0.056,0.248,0.696,0.000,0
59,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,0,0.975,0.025,0.000,0.000,0.000,0.000,0
60,1,0.037,0.939,0.024,0.000,0.000,0.000,0
60,2,0.001,0.061,0.923,0.016,0.000,0.000,0
60,3,0.000,0.005,0.101,0.888,0.006,0.000,0
60,4,0.000,0.000,0.007,0.130,0.863,0.000,0
60,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,0,0.983,0.018,0.000,0.000,0.000,0.000,0
61,1,0.022,0.964,0.013,0.001,0.000,0.000,0
61,2,0.000,0.035,0.958,0.007,0.000,0.000,0
61,3,0.000,0.003,0.077,0.914,0.006,0.000,0
61,4,0.000,0.000,0.004,0.067,0.929,0.000,0
61,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,0,0.834,0.156,0.009,0.000,0.000,0.000,0
62,1,0.058,0.814,0.121,0.006,0.000,0.000,0
62,2,0.003,0.101,0.814,0.078,0.003,0.000,0
62,3,0.000,0.011,0.153,0.797,0.038,0.000,0
62,4,0.000,0.000,0.021,0.207,0.772,0.000,0
62,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,0,0.954,0.046,0.000,0.000,0.000,0.000,0
63,1,0.028,0.940,0.032,0.000,0.000,0.000,0
63,2,0.000,0.041,0.935,0.024,0.000,0.000,0
63,3,0.000,0.002,0.066,0.919,0.013,0.000,0
63,4,0.000,0.000,0.000,0.121,0.879,0.000,0
63,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,0,0.971,0.029,0.000,0.000,0.000,0.000,0
64,1,0.006,0.974,0.020,0.000,0.000,0.000,0
64,2,0.000,0.013,0.971,0.016,0.000,0.000,0
64,3,0.000,0.000,0.022,0.962,0.016,0.000,0
64,4,0.000,0.000,0.000,0.023,0.977,0.000,0
64,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
