Ten minute period number,Active occupant count in time period,Probability of transition to zero active occupants in next time period,Probability of transition to one active occupant in next time period,Probability of transition to two active occupants in next time period,Probability of transition to three active occupants in next time period,Probability of transition to four active occupants in next time period,Probability of transition to five active occupants in next time period,Probability of transition to six active occupants in next time period
64,3,0.000,0.000,0.027,0.966,0.007,0.000,0
64,4,0.000,0.000,0.000,0.038,0.962,0.000,0
64,5,0.000,0.000,0.000,0.000,0.000,1.000,0
64,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,0,0.934,0.066,0.000,0.000,0.000,0.000,0
65,1,0.078,0.871,0.050,0.001,0.000,0.000,0
65,2,0.005,0.132,0.829,0.034,0.000,0.000,0
65,3,0.000,0.013,0.207,0.771,0.008,0.000,0
65,4,0.000,0.000,0.062,0.231,0.700,0.008,0
65,5,0.000,0.000,0.000,0.000,0.143,0.857,0
65,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,0,0.922,0.075,0.003,0.000,0.000,0.000,0
66,1,0.013,0.926,0.060,0.002,0.000,0.000,0
66,2,0.000,0.013,0.947,0.040,0.001,0.000,0
66,3,0.000,0.000,0.018,0.968,0.014,0.000,0
66,4,0.000,0.000,0.000,0.031,0.948,0.021,0
66,5,0.000,0.000,0.000,0.000,0.000,1.000,0
66,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,0,0.949,0.051,0.000,0.000,0.000,0.000,0
67,1,0.011,0.966,0.023,0.000,0.000,0.000,0
67,2,0.000,0.023,0.958,0.019,0.000,0.000,0
67,3,0.000,0.002,0.033,0.957,0.008,0.000,0
67,4,0.000,0.000,0.000,0.040,0.950,0.010,0
67,5,0.000,0.000,0.000,0.000,0.222,0.778,0
67,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,0,0.849,0.139,0.011,0.001,0.000,0.000,0
68,1,0.053,0.837,0.106,0.004,0.001,0.000,0
68,2,0.003,0.098,0.815,0.082,0.003,0.000,0
68,3,0.000,0.011,0.149,0.796,0.039,0.003,0
68,4,0.000,0.000,0.010,0.126,0.845,0.019,0
68,5,0.000,0.000,0.000,0.000,0.125,0.875,0
68,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,0,0.891,0.106,0.003,0.000,0.000,0.000,0
69,1,0.015,0.919,0.062,0.005,0.000,0.000,0
69,2,0.000,0.039,0.902,0.057,0.001,0.000,0
69,3,0.000,0.005,0.068,0.887,0.040,0.000,0
69,4,0.000,0.000,0.009,0.120,0.863,0.009,0
69,5,0.000,0.000,0.000,0.000,0.091,0.909,0
69,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,0,0.979,0.021,0.000,0.000,0.000,0.000,0
70,1,0.028,0.943,0.028,0.001,0.000,0.000,0
70,2,0.000,0.037,0.938,0.024,0.000,0.000,0
70,3,0.000,0.000,0.043,0.945,0.012,0.000,0
70,4,0.000,0.000,0.000,0.078,0.922,0.000,0
70,5,0.000,0.000,0.000,0.000,0.364,0.636,0
70,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,0,0.739,0.226,0.031,0.004,0.000,0.000,0
71,1,0.067,0.727,0.183,0.021,0.001,0.001,0
71,2,0.008,0.125,0.703,0.157,0.007,0.000,0
71,3,0.000,0.022,0.206,0.683,0.087,0.001,0
71,4,0.000,0.000,0.061,0.206,0.710,0.023,0
71,5,0.000,0.000,0.000,0.143,0.286,0.571,0
71,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,0,0.812,0.178,0.011,0.000,0.000,0.000,0
72,1,0.039,0.849,0.107,0.005,0.000,0.000,0
72,2,0.002,0.074,0.829,0.092,0.003,0.000,0
72,3,0.000,0.008,0.117,0.816,0.060,0.000,0
72,4,0.000,0.000,0.012,0.145,0.818,0.024,0
72,5,0.000,0.000,0.000,0.000,0.111,0.889,0
72,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
73,0,0.939,0.061,0.000,0.000,0.000,0.000,0
73,1,0.030,0.919,0.049,0.003,0.000,0.000,0
73,2,0.001,0.052,0.913,0.035,0.000,0.000,0
73,3,0.000,0.004,0.077,0.901,0.019,0.000,0
73,4,0.000,0.000,0.000,0.134,0.861,0.005,0
73,5,0.000,0.000,0.000,0.000,0.167,0.833,0
73,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,0,0.875,0.119,0.006,0.000,0.000,0.000,0
74,1,0.048,0.861,0.087,0.004,0.000,0.000,0
74,2,0.004,0.091,0.834,0.068,0.003,0.000,0
74,3,0.000,0.011,0.111,0.828,0.048,0.001,0
74,4,0.000,0.000,0.017,0.191,0.753,0.039,0
74,5,0.000,0.000,0.000,0.000,0.182,0.818,0
74,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75,0,0.933,0.065,0.003,0.000,0.000,0.000,0
75,1,0.082,0.880,0.037,0.001,0.000,0.000,0
75,2,0.010,0.128,0.832,0.029,0.001,0.000,0
75,3,0.001,0.010,0.197,0.765,0.027,0.000,0
75,4,0.000,0.000,0.034,0.274,0.693,0.000,0
75,5,0.000,0.000,0.000,0.059,0.235,0.706,0
75,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
76,0,0.919,0.076,0.005,0.000,0.000,0.000,0
76,1,0.022,0.918,0.059,0.001,0.000,0.000,0
76,2,0.001,0.045,0.905,0.049,0.000,0.000,0
76,3,0.000,0.003,0.081,0.884,0.032,0.000,0
76,4,0.000,0.007,0.000,0.066,0.914,0.013,0
76,5,0.000,0.000,0.000,0.000,0.000,1.000,0
76,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
77,0,0.881,0.113,0.006,0.000,0.000,0.000,0
77,1,0.102,0.806,0.090,0.001,0.000,0.000,0
77,2,0.014,0.188,0.733,0.065,0.001,0.000,0
77,3,0.003,0.023,0.267,0.674,0.033,0.000,0
77,4,0.000,0.006,0.074,0.272,0.599,0.049,0
77,5,0.000,0.000,0.000,0.214,0.214,0.571,0
77,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78,0,0.941,0.058,0.001,0.000,0.000,0.000,0
78,1,0.031,0.923,0.046,0.000,0.000,0.000,0
78,2,0.001,0.074,0.895,0.030,0.000,0.000,0
78,3,0.000,0.005,0.095,0.878,0.022,0.000,0
78,4,0.000,0.000,0.016,0.112,0.856,0.016,0
78,5,0.000,0.000,0.000,0.000,0.125,0.875,0
78,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
79,0,0.956,0.044,0.000,0.000,0.000,0.000,0
79,1,0.029,0.937,0.033,0.001,0.000,0.000,0
79,2,0.000,0.052,0.926,0.022,0.000,0.000,0
79,3,0.000,0.003,0.066,0.916,0.014,0.000,0
79,4,0.000,0.000,0.008,0.114,0.878,0.000,0
79,5,0.000,0.000,0.000,0.000,0.188,0.813,0
79,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
80,0,0.942,0.057,0.001,0.000,0.000,0.000,0
80,1,0.058,0.897,0.044,0.000,0.000,0.000,0
80,2,0.008,0.131,0.831,0.030,0.000,0.000,0
80,3,0.000,0.008,0.184,0.788,0.019,0.000,0
80,4,0.000,0.000,0.017,0.192,0.792,0.000,0
80,5,0.000,0.000,0.000,0.000,0.077,0.923,0
80,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
81,0,0.910,0.083,0.007,0.000,0.000,0.000,0
81,1,0.023,0.897,0.077,0.003,0.001,0.000,0
81,2,0.001,0.053,0.888,0.057,0.001,0.000,0
81,3,0.000,0.000,0.072,0.885,0.041,0.002,0
81,4,0.000,0.000,0.000,0.167,0.824,0.009,0
81,5,0.000,0.000,0.000,0.000,0.167,0.833,0
81,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
82,0,0.951,0.049,0.000,0.000,0.000,0.000,0
82,1,0.013,0.960,0.027,0.000,0.000,0.000,0
82,2,0.000,0.023,0.958,0.018,0.001,0.000,0
82,3,0.000,0.000,0.039,0.946,0.015,0.000,0
82,4,0.000,0.000,0.000,0.043,0.957,0.000,0
82,5,0.000,0.000,0.000,0.000,0.167,0.833,0
82,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
83,0,0.818,0.170,0.011,0.001,0.000,0.000,0
83,1,0.051,0.817,0.124,0.008,0.000,0.000,0
83,2,0.003,0.102,0.802,0.087,0.005,0.000,0
83,3,0.000,0.012,0.162,0.764,0.060,0.002,0
83,4,0.000,0.000,0.016,0.121,0.815,0.048,0
83,5,0.000,0.000,0.000,0.000,0.200,0.800,0
83,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
84,0,0.933,0.065,0.002,0.000,0.000,0.000,0
84,1,0.036,0.925,0.039,0.000,0.000,0.000,0
84,2,0.003,0.075,0.898,0.025,0.000,0.000,0
84,3,0.000,0.006,0.109,0.856,0.029,0.000,0
84,4,0.000,0.000,0.000,0.197,0.803,0.000,0
84,5,0.000,0.000,0.000,0.000,0.067,0.933,0
84,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
85,0,0.938,0.060,0.001,0.000,0.000,0.000,0
85,1,0.018,0.932,0.049,0.001,0.000,0.000,0
85,2,0.001,0.038,0.926,0.034,0.001,0.000,0
85,3,0.000,0.000,0.066,0.914,0.020,0.000,0
85,4,0.000,0.000,0.000,0.036,0.949,0.015,0
85,5,0.000,0.000,0.000,0.071,0.000,0.929,0
85,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
86,0,0.889,0.105,0.005,0.001,0.000,0.000,0
86,1,0.053,0.860,0.082,0.005,0.000,0.000,0
86,2,0.002,0.094,0.845,0.057,0.003,0.000,0
86,3,0.000,0.007,0.126,0.819,0.048,0.000,0
86,4,0.000,0.007,0.021,0.203,0.748,0.021,0
86,5,0.000,0.000,0.000,0.000,0.400,0.600,0
86,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
87,0,0.884,0.112,0.005,0.000,0.000,0.000,0
87,1,0.055,0.850,0.091,0.004,0.000,0.000,0
87,2,0.003,0.110,0.811,0.074,0.002,0.000,0
87,3,0.000,0.016,0.158,0.789,0.037,0.000,0
87,4,0.000,0.000,0.007,0.247,0.733,0.014,0
87,5,0.000,0.000,0.000,0.167,0.250,0.583,0
87,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
88,0,0.957,0.042,0.001,0.000,0.000,0.000,0
88,1,0.014,0.938,0.046,0.002,0.000,0.000,0
88,2,0.001,0.024,0.935,0.040,0.000,0.000,0
88,3,0.000,0.000,0.028,0.940,0.032,0.000,0
88,4,0.000,0.000,0.007,0.088,0.890,0.015,0
88,5,0.000,0.000,0.000,0.000,0.000,1.000,0
88,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
89,0,0.743,0.221,0.032,0.005,0.000,0.000,0
89,1,0.045,0.728,0.201,0.025,0.002,0.000,0
89,2,0.003,0.105,0.726,0.159,0.008,0.000,0
89,3,0.001,0.006,0.149,0.735,0.104,0.004,0
89,4,0.000,0.000,0.014,0.197,0.704,0.085,0
89,5,0.000,0.000,0.000,0.000,0.364,0.636,0
89,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
90,0,0.783,0.196,0.021,0.000,0.000,0.000,0
90,1,0.046,0.789,0.156,0.009,0.000,0.000,0
90,2,0.003,0.094,0.793,0.103,0.007,0.000,0
90,3,0.000,0.010,0.119,0.799,0.069,0.002,0
90,4,0.000,0.005,0.016,0.195,0.742,0.042,0
90,5,0.000,0.000,0.000,0.000,0.318,0.682,0
90,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
91,0,0.876,0.121,0.003,0.000,0.000,0.000,0
91,1,0.018,0.887,0.092,0.002,0.000,0.000,0
91,2,0.000,0.043,0.875,0.080,0.002,0.000,0
91,3,0.000,0.000,0.066,0.884,0.048,0.001,0
91,4,0.000,0.000,0.005,0.065,0.926,0.005,0
91,5,0.000,0.000,0.000,0.000,0.080,0.920,0
91,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
92,0,0.778,0.194,0.027,0.002,0.000,0.000,0
92,1,0.048,0.764,0.170,0.017,0.000,0.000,0
92,2,0.002,0.094,0.767,0.131,0.005,0.000,0
92,3,0.000,0.008,0.136,0.769,0.087,0.001,0
92,4,0.000,0.000,0.016,0.194,0.754,0.036,0
92,5,0.000,0.000,0.000,0.040,0.320,0.640,0
92,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
93,0,0.786,0.201,0.013,0.000,0.000,0.000,0
93,1,0.040,0.787,0.159,0.014,0.000,0.000,0
93,2,0.004,0.084,0.801,0.109,0.002,0.000,0
93,3,0.000,0.011,0.130,0.804,0.054,0.001,0
93,4,0.000,0.000,0.014,0.144,0.789,0.053,0
93,5,0.000,0.000,0.000,0.038,0.231,0.731,0
93,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
94,0,0.900,0.096,0.004,0.000,0.000,0.000,0
94,1,0.014,0.902,0.084,0.001,0.000,0.000,0
94,2,0.001,0.031,0.913,0.053,0.002,0.000,0
94,3,0.000,0.001,0.037,0.912,0.050,0.000,0
94,4,0.000,0.000,0.000,0.066,0.916,0.017,0
94,5,0.000,0.000,0.000,0.000,0.029,0.971,0
94,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
95,0,0.696,0.247,0.052,0.004,0.000,0.000,0
95,1,0.059,0.707,0.213,0.019,0.002,0.000,0
95,2,0.003,0.107,0.737,0.145,0.008,0.000,0
95,3,0.000,0.019,0.155,0.719,0.101,0.006,0
95,4,0.000,0.000,0.044,0.235,0.668,0.053,0
95,5,0.000,0.000,0.000,0.077,0.308,0.615,0
95,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
96,0,0.721,0.243,0.032,0.005,0.000,0.000,0
96,1,0.018,0.764,0.196,0.021,0.001,0.000,0
96,2,0.000,0.050,0.784,0.157,0.009,0.000,0
96,3,0.000,0.002,0.071,0.835,0.088,0.004,0
96,4,0.000,0.000,0.003,0.080,0.883,0.034,0
96,5,0.000,0.000,0.000,0.000,0.191,0.809,0
96,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
97,0,0.871,0.126,0.003,0.000,0.000,0.000,0
97,1,0.014,0.866,0.116,0.003,0.000,0.000,0
97,2,0.001,0.018,0.895,0.082,0.004,0.000,0
97,3,0.000,0.000,0.043,0.910,0.046,0.001,0
97,4,0.000,0.000,0.000,0.046,0.919,0.035,0
97,5,0.000,0.000,0.000,0.000,0.056,0.944,0
97,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
98,0,0.714,0.255,0.031,0.000,0.000,0.000,0
98,1,0.029,0.759,0.192,0.020,0.000,0.000,0
98,2,0.001,0.055,0.799,0.134,0.010,0.000,0
98,3,0.000,0.005,0.084,0.811,0.097,0.002,0
98,4,0.000,0.000,0.006,0.130,0.799,0.064,0
98,5,0.000,0.000,0.000,0.000,0.149,0.851,0
98,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
99,0,0.779,0.180,0.041,0.000,0.000,0.000,0
99,1,0.011,0.765,0.210,0.014,0.001,0.000,0
99,2,0.002,0.034,0.797,0.152,0.015,0.001,0
99,3,0.000,0.001,0.055,0.831,0.108,0.004,0
99,4,0.000,0.000,0.000,0.070,0.866,0.064,0
99,5,0.000,0.000,0.000,0.000,0.144,0.856,0
99,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
100,0,0.902,0.088,0.010,0.000,0.000,0.000,0
100,1,0.006,0.897,0.095,0.002,0.000,0.000,0
100,2,0.000,0.013,0.898,0.086,0.004,0.000,0
100,3,0.000,0.000,0.024,0.928,0.046,0.002,0
100,4,0.000,0.000,0.000,0.018,0.949,0.032,0
100,5,0.000,0.000,0.000,0.000,0.042,0.958,0
100,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
101,0,0.556,0.365,0.074,0.005,0.000,0.000,0
101,1,0.040,0.613,0.289,0.054,0.004,0.000,0
101,2,0.004,0.069,0.659,0.235,0.031,0.002,0
101,3,0.000,0.003,0.124,0.691,0.167,0.014,0
101,4,0.000,0.000,0.007,0.132,0.766,0.095,0
101,5,0.000,0.000,0.000,0.029,0.241,0.730,0
101,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
102,0,0.674,0.285,0.042,0.000,0.000,0.000,0
102,1,0.014,0.671,0.272,0.040,0.001,0.000,0
102,2,0.000,0.034,0.731,0.213,0.022,0.001,0
102,3,0.000,0.001,0.054,0.776,0.159,0.010,0
102,4,0.000,0.000,0.003,0.065,0.851,0.080,0
102,5,0.000,0.000,0.000,0.010,0.110,0.880,0
102,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
103,0,0.710,0.290,0.000,0.000,0.000,0.000,0
103,1,0.021,0.754,0.211,0.013,0.002,0.000,0
103,2,0.000,0.040,0.816,0.133,0.011,0.000,0
103,3,0.000,0.002,0.051,0.850,0.094,0.002,0
103,4,0.000,0.000,0.002,0.079,0.868,0.051,0
103,5,0.000,0.000,0.000,0.004,0.114,0.882,0
103,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
104,0,0.477,0.364,0.114,0.045,0.000,0.000,0
104,1,0.031,0.596,0.296,0.066,0.010,0.000,0
104,2,0.001,0.086,0.622,0.265,0.025,0.002,0
104,3,0.000,0.008,0.115,0.675,0.186,0.015,0
104,4,0.000,0.001,0.016,0.175,0.714,0.094,0
104,5,0.000,0.000,0.000,0.018,0.196,0.786,0
104,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
105,0,0.712,0.271,0.017,0.000,0.000,0.000,0
105,1,0.015,0.739,0.231,0.015,0.000,0.000,0
105,2,0.000,0.034,0.811,0.143,0.012,0.000,0
105,3,0.000,0.003,0.068,0.811,0.112,0.005,0
105,4,0.000,0.000,0.004,0.094,0.843,0.059,0
105,5,0.000,0.000,0.000,0.006,0.113,0.881,0
105,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
106,0,0.898,0.102,0.000,0.000,0.000,0.000,0
106,1,0.017,0.834,0.142,0.007,0.000,0.000,0
106,2,0.000,0.036,0.862,0.099,0.002,0.000,0
106,3,0.000,0.001,0.051,0.886,0.061,0.001,0
106,4,0.000,0.000,0.002,0.080,0.876,0.042,0
106,5,0.000,0.000,0.000,0.003,0.115,0.882,0
106,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
107,0,0.569,0.392,0.039,0.000,0.000,0.000,0
107,1,0.077,0.584,0.296,0.038,0.005,0.000,0
107,2,0.005,0.110,0.654,0.205,0.024,0.002,0
107,3,0.000,0.016,0.176,0.664,0.136,0.008,0
107,4,0.000,0.002,0.034,0.228,0.670,0.066,0
107,5,0.000,0.000,0.007,0.065,0.285,0.642,0
107,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
108,0,0.723,0.231,0.046,0.000,0.000,0.000,0
108,1,0.022,0.748,0.208,0.020,0.002,0.000,0
108,2,0.000,0.053,0.785,0.153,0.010,0.000,0
108,3,0.000,0.003,0.093,0.778,0.122,0.004,0
108,4,0.000,0.001,0.008,0.131,0.801,0.058,0
108,5,0.000,0.000,0.000,0.008,0.203,0.789,0
108,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
109,0,0.804,0.179,0.018,0.000,0.000,0.000,0
109,1,0.020,0.842,0.135,0.003,0.000,0.000,0
109,2,0.000,0.020,0.864,0.111,0.005,0.000,0
109,3,0.000,0.001,0.053,0.881,0.065,0.001,0
109,4,0.000,0.000,0.001,0.058,0.910,0.032,0
109,5,0.000,0.000,0.000,0.000,0.081,0.919,0
109,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
110,0,0.585,0.321,0.094,0.000,0.000,0.000,0
110,1,0.054,0.627,0.270,0.046,0.003,0.000,0
110,2,0.007,0.103,0.672,0.191,0.025,0.002,0
110,3,0.001,0.012,0.163,0.685,0.132,0.006,0
110,4,0.000,0.001,0.031,0.204,0.701,0.064,0
110,5,0.000,0.000,0.005,0.041,0.314,0.641,0
110,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
111,0,0.700,0.267,0.033,0.000,0.000,0.000,0
111,1,0.020,0.830,0.145,0.005,0.000,0.000,0
111,2,0.002,0.049,0.836,0.107,0.006,0.000,0
111,3,0.000,0.003,0.077,0.834,0.083,0.004,0
111,4,0.000,0.001,0.003,0.101,0.842,0.053,0
111,5,0.000,0.000,0.000,0.000,0.105,0.895,0
111,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
112,0,0.962,0.038,0.000,0.000,0.000,0.000,0
112,1,0.017,0.905,0.076,0.002,0.000,0.000,0
112,2,0.000,0.021,0.932,0.047,0.000,0.000,0
112,3,0.000,0.001,0.021,0.949,0.030,0.000,0
112,4,0.000,0.000,0.001,0.026,0.959,0.014,0
112,5,0.000,0.000,0.000,0.000,0.043,0.957,0
112,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
113,0,0.737,0.211,0.053,0.000,0.000,0.000,0
113,1,0.023,0.792,0.158,0.025,0.003,0.000,0
113,2,0.002,0.073,0.767,0.148,0.009,0.001,0
113,3,0.000,0.006,0.124,0.757,0.108,0.005,0
113,4,0.000,0.000,0.009,0.159,0.779,0.053,0
113,5,0.000,0.000,0.000,0.003,0.173,0.824,0
113,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
114,0,0.704,0.204,0.093,0.000,0.000,0.000,0
114,1,0.014,0.711,0.244,0.031,0.000,0.000,0
114,2,0.000,0.025,0.774,0.182,0.019,0.000,0
114,3,0.000,0.001,0.039,0.822,0.134,0.005,0
114,4,0.000,0.000,0.001,0.049,0.879,0.071,0
114,5,0.000,0.000,0.000,0.003,0.062,0.935,0
114,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
115,0,0.750,0.205,0.045,0.000,0.000,0.000,0
115,1,0.006,0.780,0.191,0.023,0.000,0.000,0
115,2,0.000,0.019,0.824,0.145,0.012,0.000,0
115,3,0.000,0.000,0.032,0.866,0.097,0.004,0
115,4,0.000,0.000,0.001,0.052,0.900,0.047,0
115,5,0.000,0.000,0.000,0.002,0.059,0.939,0
115,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
116,0,0.743,0.200,0.057,0.000,0.000,0.000,0
116,1,0.030,0.742,0.191,0.033,0.003,0.000,0
116,2,0.002,0.057,0.760,0.170,0.011,0.001,0
116,3,0.000,0.001,0.074,0.790,0.133,0.003,0
116,4,0.000,0.000,0.008,0.113,0.817,0.062,0
116,5,0.000,0.000,0.000,0.012,0.129,0.859,0
116,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
117,0,0.757,0.216,0.027,0.000,0.000,0.000,0
117,1,0.007,0.834,0.145,0.014,0.000,0.000,0
117,2,0.000,0.018,0.849,0.128,0.005,0.000,0
117,3,0.000,0.002,0.036,0.883,0.077,0.002,0
117,4,0.000,0.000,0.001,0.042,0.915,0.042,0
117,5,0.000,0.000,0.000,0.000,0.059,0.941,0
117,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
118,0,0.833,0.167,0.000,0.000,0.000,0.000,0
118,1,0.011,0.922,0.067,0.000,0.000,0.000,0
118,2,0.000,0.011,0.931,0.057,0.001,0.000,0
118,3,0.000,0.000,0.014,0.943,0.042,0.001,0
118,4,0.000,0.000,0.000,0.017,0.958,0.024,0
118,5,0.000,0.000,0.000,0.002,0.045,0.954,0
118,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
119,0,0.750,0.179,0.071,0.000,0.000,0.000,0
119,1,0.034,0.735,0.223,0.004,0.004,0.000,0
119,2,0.001,0.050,0.777,0.164,0.007,0.001,0
119,3,0.000,0.004,0.078,0.783,0.131,0.004,0
119,4,0.000,0.000,0.004,0.119,0.820,0.057,0
119,5,0.000,0.000,0.000,0.007,0.122,0.871,0
119,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
120,0,0.742,0.258,0.000,0.000,0.000,0.000,0
120,1,0.008,0.837,0.147,0.008,0.000,0.000,0
120,2,0.000,0.012,0.875,0.105,0.008,0.000,0
120,3,0.000,0.000,0.026,0.906,0.067,0.000,0
120,4,0.000,0.000,0.000,0.041,0.925,0.034,0
120,5,0.000,0.000,0.000,0.003,0.045,0.951,0
120,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
121,0,0.760,0.240,0.000,0.000,0.000,0.000,0
121,1,0.004,0.873,0.118,0.004,0.000,0.000,0
121,2,0.000,0.009,0.895,0.091,0.005,0.000,0
121,3,0.000,0.000,0.018,0.910,0.071,0.001,0
121,4,0.000,0.000,0.000,0.019,0.945,0.036,0
121,5,0.000,0.000,0.000,0.000,0.015,0.985,0
121,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
122,0,0.700,0.300,0.000,0.000,0.000,0.000,0
122,1,0.005,0.701,0.243,0.051,0.000,0.000,0
122,2,0.000,0.018,0.798,0.170,0.014,0.000,0
122,3,0.000,0.000,0.035,0.810,0.148,0.007,0
122,4,0.000,0.000,0.001,0.057,0.853,0.088,0
122,5,0.000,0.000,0.000,0.001,0.076,0.922,0
122,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
123,0,0.800,0.200,0.000,0.000,0.000,0.000,0
123,1,0.023,0.778,0.181,0.018,0.000,0.000,0
123,2,0.000,0.028,0.798,0.162,0.011,0.000,0
123,3,0.000,0.000,0.030,0.852,0.112,0.006,0
123,4,0.000,0.000,0.001,0.052,0.898,0.048,0
123,5,0.000,0.000,0.000,0.003,0.073,0.925,0
123,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
124,0,0.813,0.063,0.125,0.000,0.000,0.000,0
124,1,0.000,0.867,0.133,0.000,0.000,0.000,0
124,2,0.000,0.010,0.870,0.115,0.006,0.000,0
124,3,0.000,0.000,0.017,0.900,0.081,0.002,0
124,4,0.000,0.000,0.001,0.020,0.945,0.035,0
124,5,0.000,0.000,0.000,0.000,0.032,0.968,0
124,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
125,0,0.462,0.154,0.385,0.000,0.000,0.000,0
125,1,0.021,0.552,0.352,0.076,0.000,0.000,0
125,2,0.003,0.104,0.630,0.229,0.032,0.002,0
125,3,0.000,0.011,0.142,0.678,0.161,0.008,0
125,4,0.000,0.002,0.026,0.187,0.703,0.082,0
125,5,0.000,0.001,0.002,0.034,0.256,0.706,0
125,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
126,0,0.545,0.455,0.000,0.000,0.000,0.000,0
126,1,0.029,0.754,0.193,0.023,0.000,0.000,0
126,2,0.001,0.056,0.782,0.157,0.004,0.000,0
126,3,0.000,0.003,0.080,0.820,0.093,0.004,0
126,4,0.000,0.000,0.009,0.104,0.846,0.041,0
126,5,0.000,0.000,0.000,0.012,0.142,0.846,0
126,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
127,0,0.917,0.000,0.083,0.000,0.000,0.000,0
127,1,0.006,0.856,0.133,0.006,0.000,0.000,0
127,2,0.003,0.033,0.853,0.107,0.004,0.000,0
127,3,0.000,0.000,0.040,0.892,0.067,0.001,0
127,4,0.000,0.000,0.002,0.062,0.910,0.026,0
127,5,0.000,0.000,0.000,0.001,0.067,0.932,0
127,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
128,0,0.643,0.357,0.000,0.000,0.000,0.000,0
128,1,0.028,0.709,0.223,0.039,0.000,0.000,0
128,2,0.001,0.067,0.710,0.193,0.029,0.000,0
128,3,0.000,0.009,0.124,0.717,0.145,0.005,0
128,4,0.000,0.001,0.011,0.165,0.751,0.072,0
128,5,0.000,0.000,0.004,0.019,0.210,0.766,0
128,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
129,0,0.933,0.067,0.000,0.000,0.000,0.000,0
129,1,0.046,0.837,0.107,0.010,0.000,0.000,0
129,2,0.000,0.060,0.862,0.075,0.003,0.000,0
129,3,0.000,0.002,0.100,0.848,0.050,0.000,0
129,4,0.000,0.000,0.008,0.129,0.838,0.025,0
