Ten minute period number,Active occupant count in time period,Probability of transition to zero active occupants in next time period,Probability of transition to one active occupant in next time period,Probability of transition to two active occupants in next time period,Probability of transition to three active occupants in next time period,Probability of transition to four active occupants in next time period,Probability of transition to five active occupants in next time period,Probability of transition to six active occupants in next time period
48,2,0.014,0.223,0.743,0.020,0.000,0.000,0
48,3,0.005,0.048,0.274,0.673,0.000,0.000,0
48,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,0,0.981,0.019,0.000,0.000,0.000,0.000,0
49,1,0.062,0.927,0.011,0.000,0.000,0.000,0
49,2,0.008,0.129,0.856,0.008,0.000,0.000,0
49,3,0.000,0.006,0.247,0.747,0.000,0.000,0
49,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,0,0.822,0.169,0.009,0.000,0.000,0.000,0
50,1,0.143,0.767,0.089,0.001,0.000,0.000,0
50,2,0.018,0.250,0.694,0.039,0.000,0.000,0
50,3,0.000,0.053,0.333,0.614,0.000,0.000,0
50,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,0,0.964,0.035,0.001,0.000,0.000,0.000,0
51,1,0.076,0.898,0.027,0.000,0.000,0.000,0
51,2,0.009,0.145,0.836,0.011,0.000,0.000,0
51,3,0.008,0.042,0.150,0.800,0.000,0.000,0
51,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,0,0.976,0.024,0.000,0.000,0.000,0.000,0
52,1,0.023,0.958,0.019,0.000,0.000,0.000,0
52,2,0.000,0.053,0.938,0.009,0.000,0.000,0
52,3,0.000,0.000,0.094,0.906,0.000,0.000,0
52,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,0,0.813,0.174,0.013,0.000,0.000,0.000,0
53,1,0.080,0.803,0.115,0.002,0.000,0.000,0
53,2,0.012,0.160,0.757,0.072,0.000,0.000,0
53,3,0.000,0.029,0.192,0.779,0.000,0.000,0
53,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,0,0.975,0.025,0.000,0.000,0.000,0.000,0
54,1,0.031,0.943,0.026,0.000,0.000,0.000,0
54,2,0.000,0.050,0.935,0.015,0.000,0.000,0
54,3,0.000,0.000,0.102,0.898,0.000,0.000,0
54,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,0,0.991,0.009,0.000,0.000,0.000,0.000,0
55,1,0.021,0.971,0.008,0.000,0.000,0.000,0
55,2,0.000,0.054,0.942,0.003,0.000,0.000,0
55,3,0.000,0.000,0.048,0.952,0.000,0.000,0
55,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,0,0.916,0.080,0.003,0.000,0.000,0.000,0
56,1,0.052,0.907,0.041,0.000,0.000,0.000,0
56,2,0.002,0.091,0.881,0.026,0.000,0.000,0
56,3,0.000,0.014,0.162,0.824,0.000,0.000,0
56,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,0,0.990,0.010,0.000,0.000,0.000,0.000,0
57,1,0.022,0.967,0.011,0.000,0.000,0.000,0
57,2,0.001,0.051,0.940,0.008,0.000,0.000,0
57,3,0.000,0.007,0.078,0.915,0.000,0.000,0
57,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,0,0.995,0.005,0.000,0.000,0.000,0.000,0
58,1,0.013,0.982,0.005,0.000,0.000,0.000,0
58,2,0.000,0.023,0.976,0.001,0.000,0.000,0
58,3,0.000,0.000,0.015,0.985,0.000,0.000,0
58,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,0,0.877,0.119,0.004,0.000,0.000,0.000,0
59,1,0.074,0.852,0.074,0.000,0.000,0.000,0
59,2,0.004,0.121,0.823,0.052,0.000,0.000,0
59,3,0.000,0.000,0.237,0.763,0.000,0.000,0
59,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,0,0.997,0.003,0.000,0.000,0.000,0.000,0
60,1,0.027,0.968,0.005,0.000,0.000,0.000,0
60,2,0.000,0.050,0.946,0.004,0.000,0.000,0
60,3,0.000,0.013,0.073,0.914,0.000,0.000,0
60,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,0,0.978,0.021,0.001,0.000,0.000,0.000,0
61,1,0.019,0.963,0.018,0.000,0.000,0.000,0
61,2,0.002,0.039,0.950,0.009,0.000,0.000,0
61,3,0.000,0.000,0.099,0.901,0.000,0.000,0
61,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,0,0.956,0.042,0.001,0.000,0.000,0.000,0
62,1,0.048,0.924,0.028,0.000,0.000,0.000,0
62,2,0.000,0.087,0.894,0.019,0.000,0.000,0
62,3,0.000,0.007,0.140,0.853,0.000,0.000,0
62,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,0,0.987,0.013,0.000,0.000,0.000,0.000,0
63,1,0.029,0.959,0.012,0.000,0.000,0.000,0
63,2,0.000,0.040,0.953,0.008,0.000,0.000,0
63,3,0.000,0.000,0.052,0.948,0.000,0.000,0
63,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,0,0.998,0.002,0.000,0.000,0.000,0.000,0
64,1,0.013,0.984,0.003,0.000,0.000,0.000,0
64,2,0.001,0.025,0.974,0.000,0.000,0.000,0
