Ten minute period number,Active occupant count in time period,Probability of transition to zero active occupants in next time period,Probability of transition to one active occupant in next time period,Probability of transition to two active occupants in next time period,Probability of transition to three active occupants in next time period,Probability of transition to four active occupants in next time period,Probability of transition to five active occupants in next time period,Probability of transition to six active occupants in next time period
64,3,0.000,0.000,0.067,0.933,0.000,0.000,0
64,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,0,0.896,0.101,0.003,0.000,0.000,0.000,0
65,1,0.029,0.895,0.075,0.000,0.000,0.000,0
65,2,0.001,0.085,0.876,0.037,0.000,0.000,0
65,3,0.000,0.000,0.144,0.856,0.000,0.000,0
65,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,0,0.978,0.021,0.001,0.000,0.000,0.000,0
66,1,0.020,0.964,0.016,0.000,0.000,0.000,0
66,2,0.001,0.032,0.960,0.006,0.000,0.000,0
66,3,0.000,0.007,0.064,0.929,0.000,0.000,0
66,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,0,0.982,0.018,0.000,0.000,0.000,0.000,0
67,1,0.008,0.981,0.011,0.000,0.000,0.000,0
67,2,0.000,0.024,0.973,0.003,0.000,0.000,0
67,3,0.000,0.000,0.043,0.957,0.000,0.000,0
67,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,0,0.923,0.076,0.002,0.000,0.000,0.000,0
68,1,0.051,0.903,0.046,0.000,0.000,0.000,0
68,2,0.002,0.091,0.877,0.030,0.000,0.000,0
68,3,0.000,0.015,0.147,0.838,0.000,0.000,0
68,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,0,0.947,0.053,0.000,0.000,0.000,0.000,0
69,1,0.014,0.958,0.027,0.000,0.000,0.000,0
69,2,0.000,0.037,0.939,0.024,0.000,0.000,0
69,3,0.000,0.000,0.063,0.937,0.000,0.000,0
69,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,0,0.968,0.032,0.001,0.000,0.000,0.000,0
70,1,0.014,0.965,0.020,0.000,0.000,0.000,0
70,2,0.001,0.022,0.965,0.011,0.000,0.000,0
70,3,0.000,0.000,0.019,0.981,0.000,0.000,0
70,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,0,0.898,0.099,0.003,0.000,0.000,0.000,0
71,1,0.081,0.851,0.066,0.002,0.000,0.000,0
71,2,0.009,0.139,0.818,0.034,0.000,0.000,0
71,3,0.000,0.006,0.229,0.765,0.000,0.000,0
71,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,0,0.932,0.067,0.001,0.000,0.000,0.000,0
72,1,0.023,0.930,0.046,0.000,0.000,0.000,0
72,2,0.000,0.038,0.942,0.020,0.000,0.000,0
72,3,0.000,0.006,0.048,0.945,0.000,0.000,0
72,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
73,0,0.968,0.032,0.000,0.000,0.000,0.000,0
73,1,0.021,0.960,0.020,0.000,0.000,0.000,0
73,2,0.000,0.042,0.954,0.005,0.000,0.000,0
73,3,0.000,0.000,0.045,0.955,0.000,0.000,0
73,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
73,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
73,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,0,0.949,0.050,0.001,0.000,0.000,0.000,0
74,1,0.079,0.893,0.028,0.000,0.000,0.000,0
74,2,0.006,0.144,0.835,0.015,0.000,0.000,0
74,3,0.000,0.017,0.231,0.751,0.000,0.000,0
74,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
74,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75,0,0.958,0.042,0.000,0.000,0.000,0.000,0
75,1,0.058,0.920,0.022,0.000,0.000,0.000,0
75,2,0.001,0.091,0.892,0.016,0.000,0.000,0
75,3,0.000,0.007,0.136,0.857,0.000,0.000,0
75,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
75,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
76,0,0.973,0.027,0.000,0.000,0.000,0.000,0
76,1,0.034,0.949,0.017,0.000,0.000,0.000,0
76,2,0.004,0.079,0.909,0.007,0.000,0.000,0
76,3,0.000,0.000,0.099,0.901,0.000,0.000,0
76,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
76,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
76,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
77,0,0.910,0.087,0.002,0.000,0.000,0.000,0
77,1,0.122,0.821,0.054,0.003,0.000,0.000,0
77,2,0.023,0.212,0.745,0.020,0.000,0.000,0
77,3,0.000,0.029,0.338,0.632,0.000,0.000,0
77,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
77,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
77,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78,0,0.948,0.051,0.001,0.000,0.000,0.000,0
78,1,0.024,0.944,0.031,0.001,0.000,0.000,0
78,2,0.000,0.048,0.936,0.015,0.000,0.000,0
78,3,0.000,0.000,0.064,0.936,0.000,0.000,0
78,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
78,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
79,0,0.979,0.020,0.001,0.000,0.000,0.000,0
79,1,0.022,0.967,0.011,0.000,0.000,0.000,0
79,2,0.000,0.037,0.954,0.009,0.000,0.000,0
79,3,0.000,0.000,0.076,0.924,0.000,0.000,0
79,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
79,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
79,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
80,0,0.947,0.053,0.001,0.000,0.000,0.000,0
80,1,0.058,0.915,0.026,0.000,0.000,0.000,0
80,2,0.006,0.093,0.890,0.012,0.000,0.000,0
80,3,0.000,0.009,0.111,0.880,0.000,0.000,0
80,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
80,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
80,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
81,0,0.964,0.035,0.001,0.000,0.000,0.000,0
81,1,0.022,0.958,0.020,0.000,0.000,0.000,0
81,2,0.001,0.039,0.948,0.012,0.000,0.000,0
81,3,0.000,0.000,0.018,0.982,0.000,0.000,0
81,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
81,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
81,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
82,0,0.983,0.017,0.000,0.000,0.000,0.000,0
82,1,0.011,0.976,0.012,0.000,0.000,0.000,0
82,2,0.000,0.020,0.975,0.005,0.000,0.000,0
82,3,0.000,0.000,0.033,0.967,0.000,0.000,0
82,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
82,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
82,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
83,0,0.943,0.055,0.002,0.000,0.000,0.000,0
83,1,0.069,0.894,0.036,0.002,0.000,0.000,0
83,2,0.002,0.167,0.812,0.019,0.000,0.000,0
83,3,0.000,0.025,0.172,0.803,0.000,0.000,0
83,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
83,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
83,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
84,0,0.955,0.045,0.001,0.000,0.000,0.000,0
84,1,0.029,0.948,0.023,0.000,0.000,0.000,0
84,2,0.000,0.045,0.947,0.008,0.000,0.000,0
84,3,0.000,0.000,0.042,0.958,0.000,0.000,0
84,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
84,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
84,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
85,0,0.978,0.022,0.000,0.000,0.000,0.000,0
85,1,0.019,0.967,0.014,0.000,0.000,0.000,0
85,2,0.000,0.038,0.954,0.007,0.000,0.000,0
85,3,0.000,0.000,0.067,0.933,0.000,0.000,0
85,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
85,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
85,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
86,0,0.935,0.064,0.001,0.000,0.000,0.000,0
86,1,0.048,0.904,0.048,0.000,0.000,0.000,0
86,2,0.002,0.082,0.892,0.023,0.000,0.000,0
86,3,0.000,0.008,0.102,0.890,0.000,0.000,0
86,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
86,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
86,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
87,0,0.955,0.044,0.001,0.000,0.000,0.000,0
87,1,0.024,0.944,0.031,0.000,0.000,0.000,0
87,2,0.002,0.057,0.926,0.014,0.000,0.000,0
87,3,0.000,0.008,0.073,0.919,0.000,0.000,0
87,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
87,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
87,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
88,0,0.974,0.026,0.000,0.000,0.000,0.000,0
88,1,0.016,0.971,0.013,0.000,0.000,0.000,0
88,2,0.001,0.034,0.956,0.009,0.000,0.000,0
88,3,0.000,0.000,0.056,0.944,0.000,0.000,0
88,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
88,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
88,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
89,0,0.910,0.087,0.003,0.000,0.000,0.000,0
89,1,0.087,0.851,0.060,0.002,0.000,0.000,0
89,2,0.013,0.159,0.796,0.032,0.000,0.000,0
89,3,0.000,0.031,0.260,0.709,0.000,0.000,0
89,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
89,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
89,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
90,0,0.892,0.105,0.003,0.001,0.000,0.000,0
90,1,0.030,0.904,0.066,0.000,0.000,0.000,0
90,2,0.001,0.056,0.908,0.034,0.000,0.000,0
90,3,0.000,0.016,0.074,0.910,0.000,0.000,0
90,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
90,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
90,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
91,0,0.921,0.078,0.001,0.000,0.000,0.000,0
91,1,0.020,0.917,0.063,0.000,0.000,0.000,0
91,2,0.000,0.047,0.920,0.032,0.000,0.000,0
91,3,0.000,0.000,0.042,0.958,0.000,0.000,0
91,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
91,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
91,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
92,0,0.883,0.115,0.002,0.000,0.000,0.000,0
92,1,0.032,0.902,0.064,0.002,0.000,0.000,0
92,2,0.002,0.072,0.893,0.033,0.000,0.000,0
92,3,0.000,0.012,0.114,0.873,0.000,0.000,0
92,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
92,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
92,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
93,0,0.886,0.110,0.004,0.000,0.000,0.000,0
93,1,0.031,0.893,0.074,0.003,0.000,0.000,0
93,2,0.000,0.054,0.914,0.032,0.000,0.000,0
93,3,0.000,0.005,0.087,0.907,0.000,0.000,0
93,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
93,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
93,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
94,0,0.931,0.067,0.001,0.000,0.000,0.000,0
94,1,0.011,0.956,0.034,0.000,0.000,0.000,0
94,2,0.000,0.030,0.948,0.022,0.000,0.000,0
94,3,0.000,0.000,0.034,0.966,0.000,0.000,0
94,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
94,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
94,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
95,0,0.813,0.172,0.015,0.000,0.000,0.000,0
95,1,0.048,0.831,0.116,0.004,0.000,0.000,0
95,2,0.002,0.076,0.859,0.063,0.000,0.000,0
95,3,0.000,0.000,0.161,0.839,0.000,0.000,0
95,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
95,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
95,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
96,0,0.854,0.138,0.008,0.000,0.000,0.000,0
96,1,0.012,0.883,0.103,0.003,0.000,0.000,0
96,2,0.000,0.029,0.917,0.054,0.000,0.000,0
96,3,0.000,0.000,0.055,0.945,0.000,0.000,0
96,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
96,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
96,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
97,0,0.932,0.066,0.002,0.000,0.000,0.000,0
97,1,0.007,0.952,0.041,0.000,0.000,0.000,0
97,2,0.000,0.022,0.957,0.020,0.000,0.000,0
97,3,0.000,0.000,0.027,0.973,0.000,0.000,0
97,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
97,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
97,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
98,0,0.812,0.165,0.023,0.000,0.000,0.000,0
98,1,0.041,0.846,0.110,0.004,0.000,0.000,0
98,2,0.003,0.076,0.869,0.052,0.000,0.000,0
98,3,0.000,0.008,0.121,0.870,0.000,0.000,0
98,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
98,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
98,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
99,0,0.849,0.146,0.006,0.000,0.000,0.000,0
99,1,0.012,0.893,0.090,0.005,0.000,0.000,0
99,2,0.001,0.025,0.922,0.051,0.000,0.000,0
99,3,0.000,0.003,0.028,0.970,0.000,0.000,0
99,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
99,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
99,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
100,0,0.868,0.129,0.003,0.000,0.000,0.000,0
100,1,0.006,0.896,0.095,0.002,0.000,0.000,0
100,2,0.000,0.020,0.928,0.052,0.000,0.000,0
100,3,0.000,0.000,0.029,0.971,0.000,0.000,0
100,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
100,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
100,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
101,0,0.744,0.229,0.027,0.000,0.000,0.000,0
101,1,0.037,0.804,0.153,0.007,0.000,0.000,0
101,2,0.002,0.090,0.843,0.065,0.000,0.000,0
101,3,0.000,0.004,0.159,0.838,0.000,0.000,0
101,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
101,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
101,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
102,0,0.782,0.203,0.015,0.000,0.000,0.000,0
102,1,0.009,0.817,0.167,0.008,0.000,0.000,0
102,2,0.001,0.021,0.891,0.088,0.000,0.000,0
102,3,0.000,0.000,0.049,0.951,0.000,0.000,0
102,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
102,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
102,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
103,0,0.882,0.105,0.012,0.000,0.000,0.000,0
103,1,0.012,0.893,0.092,0.004,0.000,0.000,0
103,2,0.000,0.018,0.935,0.047,0.000,0.000,0
103,3,0.000,0.000,0.043,0.957,0.000,0.000,0
103,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
103,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
103,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
104,0,0.649,0.320,0.031,0.000,0.000,0.000,0
104,1,0.039,0.745,0.205,0.011,0.000,0.000,0
104,2,0.001,0.078,0.817,0.103,0.000,0.000,0
104,3,0.000,0.006,0.121,0.873,0.000,0.000,0
104,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
104,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
104,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
105,0,0.736,0.239,0.025,0.000,0.000,0.000,0
105,1,0.021,0.806,0.167,0.006,0.000,0.000,0
105,2,0.000,0.052,0.873,0.074,0.000,0.000,0
105,3,0.000,0.003,0.090,0.906,0.000,0.000,0
105,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
105,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
105,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
106,0,0.912,0.081,0.007,0.000,0.000,0.000,0
106,1,0.014,0.921,0.063,0.002,0.000,0.000,0
106,2,0.000,0.030,0.931,0.039,0.000,0.000,0
106,3,0.000,0.001,0.053,0.946,0.000,0.000,0
106,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
106,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
106,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
107,0,0.697,0.248,0.052,0.003,0.000,0.000,0
107,1,0.034,0.729,0.224,0.013,0.000,0.000,0
107,2,0.002,0.078,0.801,0.119,0.000,0.000,0
107,3,0.000,0.006,0.126,0.869,0.000,0.000,0
107,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
107,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
107,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
108,0,0.783,0.189,0.028,0.000,0.000,0.000,0
108,1,0.023,0.825,0.145,0.008,0.000,0.000,0
108,2,0.000,0.047,0.876,0.078,0.000,0.000,0
108,3,0.000,0.000,0.083,0.917,0.000,0.000,0
108,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
108,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
108,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
109,0,0.895,0.105,0.000,0.000,0.000,0.000,0
109,1,0.021,0.923,0.056,0.001,0.000,0.000,0
109,2,0.000,0.024,0.930,0.045,0.000,0.000,0
109,3,0.000,0.001,0.042,0.957,0.000,0.000,0
109,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
109,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
109,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
110,0,0.722,0.252,0.026,0.000,0.000,0.000,0
110,1,0.047,0.790,0.149,0.014,0.000,0.000,0
110,2,0.004,0.105,0.806,0.086,0.000,0.000,0
110,3,0.000,0.013,0.147,0.840,0.000,0.000,0
110,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
110,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
110,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
111,0,0.926,0.070,0.004,0.000,0.000,0.000,0
111,1,0.027,0.906,0.066,0.002,0.000,0.000,0
111,2,0.000,0.047,0.922,0.030,0.000,0.000,0
111,3,0.000,0.002,0.071,0.927,0.000,0.000,0
111,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
111,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
111,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
112,0,0.899,0.097,0.004,0.000,0.000,0.000,0
112,1,0.009,0.923,0.069,0.000,0.000,0.000,0
112,2,0.000,0.018,0.947,0.035,0.000,0.000,0
112,3,0.000,0.000,0.032,0.968,0.000,0.000,0
112,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
112,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
112,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
113,0,0.791,0.192,0.017,0.000,0.000,0.000,0
113,1,0.038,0.821,0.133,0.007,0.000,0.000,0
113,2,0.003,0.082,0.840,0.075,0.000,0.000,0
113,3,0.000,0.008,0.126,0.866,0.000,0.000,0
113,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
113,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
113,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
114,0,0.887,0.105,0.008,0.000,0.000,0.000,0
114,1,0.022,0.878,0.096,0.004,0.000,0.000,0
114,2,0.001,0.032,0.918,0.049,0.000,0.000,0
114,3,0.000,0.001,0.070,0.930,0.000,0.000,0
114,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
114,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
114,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
115,0,0.863,0.124,0.012,0.000,0.000,0.000,0
115,1,0.005,0.916,0.079,0.001,0.000,0.000,0
115,2,0.000,0.020,0.940,0.040,0.000,0.000,0
115,3,0.000,0.000,0.035,0.965,0.000,0.000,0
115,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
115,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
115,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
116,0,0.818,0.173,0.009,0.000,0.000,0.000,0
116,1,0.039,0.822,0.137,0.002,0.000,0.000,0
116,2,0.002,0.059,0.858,0.082,0.000,0.000,0
116,3,0.000,0.005,0.115,0.880,0.000,0.000,0
116,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
116,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
116,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
117,0,0.830,0.156,0.013,0.000,0.000,0.000,0
117,1,0.011,0.900,0.087,0.003,0.000,0.000,0
117,2,0.000,0.032,0.916,0.051,0.000,0.000,0
117,3,0.000,0.001,0.047,0.952,0.000,0.000,0
117,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
117,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
117,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
118,0,0.934,0.066,0.000,0.000,0.000,0.000,0
118,1,0.012,0.939,0.050,0.000,0.000,0.000,0
118,2,0.000,0.018,0.955,0.027,0.000,0.000,0
118,3,0.000,0.002,0.021,0.977,0.000,0.000,0
118,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
118,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
118,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
119,0,0.763,0.237,0.000,0.000,0.000,0.000,0
119,1,0.032,0.833,0.131,0.005,0.000,0.000,0
119,2,0.001,0.076,0.859,0.064,0.000,0.000,0
119,3,0.000,0.005,0.107,0.889,0.000,0.000,0
119,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
119,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
119,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
120,0,0.856,0.133,0.011,0.000,0.000,0.000,0
120,1,0.010,0.896,0.093,0.000,0.000,0.000,0
120,2,0.001,0.020,0.928,0.051,0.000,0.000,0
120,3,0.000,0.000,0.036,0.964,0.000,0.000,0
120,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
120,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
120,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
121,0,0.897,0.097,0.006,0.000,0.000,0.000,0
121,1,0.008,0.906,0.085,0.001,0.000,0.000,0
121,2,0.000,0.016,0.945,0.039,0.000,0.000,0
121,3,0.000,0.000,0.027,0.973,0.000,0.000,0
121,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
121,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
121,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
122,0,0.807,0.181,0.012,0.000,0.000,0.000,0
122,1,0.018,0.860,0.116,0.006,0.000,0.000,0
122,2,0.000,0.043,0.890,0.066,0.000,0.000,0
122,3,0.000,0.001,0.072,0.927,0.000,0.000,0
122,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
122,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
122,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
123,0,0.864,0.130,0.006,0.000,0.000,0.000,0
123,1,0.012,0.891,0.094,0.003,0.000,0.000,0
123,2,0.000,0.028,0.914,0.058,0.000,0.000,0
123,3,0.000,0.001,0.039,0.960,0.000,0.000,0
123,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
123,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
123,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
124,0,0.848,0.152,0.000,0.000,0.000,0.000,0
124,1,0.004,0.945,0.050,0.001,0.000,0.000,0
124,2,0.000,0.009,0.966,0.026,0.000,0.000,0
124,3,0.000,0.000,0.014,0.986,0.000,0.000,0
124,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
124,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
124,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
125,0,0.717,0.268,0.016,0.000,0.000,0.000,0
125,1,0.057,0.816,0.123,0.004,0.000,0.000,0
125,2,0.006,0.139,0.786,0.069,0.000,0.000,0
125,3,0.001,0.016,0.198,0.786,0.000,0.000,0
125,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
125,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
125,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
126,0,0.831,0.156,0.013,0.000,0.000,0.000,0
126,1,0.015,0.869,0.110,0.005,0.000,0.000,0
126,2,0.000,0.038,0.914,0.049,0.000,0.000,0
126,3,0.000,0.000,0.058,0.942,0.000,0.000,0
126,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
126,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
126,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
127,0,0.874,0.126,0.000,0.000,0.000,0.000,0
127,1,0.014,0.912,0.074,0.000,0.000,0.000,0
127,2,0.000,0.023,0.946,0.031,0.000,0.000,0
127,3,0.000,0.001,0.039,0.960,0.000,0.000,0
127,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000
127,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000
127,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000
128,0,0.770,0.209,0.020,0.000,0.000,0.000,0
128,1,0.069,0.788,0.137,0.005,0.000,0.000,0
128,2,0.004,0.142,0.797,0.058,0.000,0.000,0
128,3,0.001,0.027,0.213,0.759,0.000,0.000,0
